Blockchain,Date,Marketplace,Sales,Buyers,NFTs,Collections,Volume,PriceAverage,PriceMedian,PriceMax,PriceFloor
Flow,2022-12-07,StarlyCardMarket,2,2,2,1,17.15723772,8.578618858,8.578618858,10.010006,7.147231712
Flow,2022-12-07,TheFabricantMarketplace,3,2,3,2,96.32359578,32.10786526,31.75503158,49.74954947,14.81901474
Flow,2022-12-07,TopShotMarketV3,4546,899,4484,1,48988,10.77606687,2,3950,1
Flow,2022-12-07,ZeedzMarketplace,2,1,2,1,51.86655157,25.93327579,25.93327579,26.46252631,25.40402526
Gnosis,2022-12-07,Others,18,6,18,2,2030.568925,112.8093847,143.0166947,339.6646499,5.720667788
NEAR,2022-12-07,LandToEmpire,3,2,3,1,6.199263099,2.066421033,2.857202266,3.116947927,0.225112906
NEAR,2022-12-07,Mintbase,4,4,4,4,8.344762255,2.086190564,1.731637737,3.463275474,1.418211307
NEAR,2022-12-07,Others,3,2,3,2,0.567457686,0.189152562,0.034632755,0.519491321,0.013333611
NEAR,2022-12-07,Paras,488,143,438,25,2867.159426,5.875326692,0.935084378,140.2626567,0.019532874
Optimism,2022-12-07,quixotic,2820,2135,2337,96,32429.75865,10.29843082,12.3,244.55,0.06
Polygon,2022-12-07,BitKeep,294,270,265,35,14317.66971,32.54015844,37.99094479,78.66360333,0.893904583
Polygon,2022-12-07,NFTKEY,6,2,6,2,31.28666042,5.214443403,4.916475208,9.832950417,0.893904583
Polygon,2022-12-07,Others,2372,1043,2004,95,45292.35743,18.81693287,13.40856875,7042.180308,0.893904583
Polygon,2022-12-07,PlayDapp,148,34,2188,7,8551.091244,3.908176985,3.575618333,107.26855,0.893904583
Polygon,2022-12-07,Seaport,953,487,3594,97,74391.63333,20.3701077,6.257332083,1397.172864,0.893904583
Polygon,2022-12-07,tofuNFT,200,82,2846,23,18376.89042,6.457094316,7.151236667,446.9522917,0.893904583
Solana,2022-12-07,CoralCube,46,37,46,15,2068.187221,44.96059177,8.293689118,420.1958903,0.110749068
Solana,2022-12-07,Exchange.Art,41,26,41,1,4022.176779,98.10187265,27.5519867,594.9851528,1.377599335
Solana,2022-12-07,Hadeswap,1136,433,954,82,187859.2733,164.3563196,53.38025224,2334.556689,1.049599491
Solana,2022-12-07,Hyperspace,99,37,98,17,8818.995297,89.08076057,4.132798005,2231.710923,0.110758987
Solana,2022-12-07,Magic Eden,24430,5713,18864,959,2599543.078,106.4078215,11.02079468,26009.07545,0.001377599
Solana,2022-12-07,OpenSea,55,30,55,20,2433.473708,44.24497651,9.505435412,440.8317872,0.413279801
Solana,2022-12-07,Solanart,34,23,30,8,1700.921899,50.02711468,13.63823342,736.7401244,1.377599321
Solana,2022-12-07,Yawww,217,102,6,4,15188.30819,69.99220364,55.65501314,964.3195346,26.17438737
Algorand,2022-12-06,AB2 Gallery,2,2,2,1,8.7095965,4.35479825,4.35479825,5.8848625,2.824734
Algorand,2022-12-06,ALGOxNFT,247,146,247,51,3610.895353,14.27231365,8.241161445,188.3158354,0.02353945
Algorand,2022-12-06,Atomic Swaps,11,9,16,1,229.9098082,14.36936301,9.356931375,46.8435055,0.0470789
Algorand,2022-12-06,Nfdomains,9,7,9,0,368.3923925,40.93248806,37.66312,75.32624,20.0085325
Algorand,2022-12-06,Rand Gallery,287,130,257,76,10009.18035,34.87519284,9.41578,1883.156,0.2353945
Algorand,2022-12-06,Shufl,2,2,2,1,16.477615,8.2388075,8.2388075,12.9466975,3.5309175
Arbitrum,2022-12-06,NFTX,7,2,21,2,92.52268129,4.405841966,3.998536127,7.968683269,0.799707226
Arbitrum,2022-12-06,Others,52,19,54,14,7394.078869,136.9273865,6.044299889,6296.145717,1.25923E-06
Arbitrum,2022-12-06,Seaport,1162,1042,1280,57,32123.03843,23.99031996,5.036916574,1390.188974,0.012592291
Arbitrum,2022-12-06,tofuNFT,154,133,147,23,3258.192447,21.15709381,1.511074972,755.5374861,0.012592291
Avalanche,2022-12-06,Element,78,78,17,3,6429.522408,82.42977446,80.47364583,166.5454583,0.027990833
Avalanche,2022-12-06,FarmLand,3,3,3,1,1847.255046,615.7516819,97.8279625,1679.45,69.97708333
Avalanche,2022-12-06,Nifty Protocol,14,8,14,6,281.2518933,20.08942095,12.44892313,60.18029167,7.697479167
Avalanche,2022-12-06,Others,248,162,321,67,34295.12359,98.26682976,27.99083333,823.6162754,0.139954167
Avalanche,2022-12-06,Roostr,22,5,22,1,7779.772217,353.6260098,349.8854167,489.8395833,279.9083333
Avalanche,2022-12-06,Seaport,9,8,28,6,8950.894688,319.6748103,293.90375,538.8235417,0.12595875
Avalanche,2022-12-06,chikn,2,2,2,1,2869.060417,1434.530208,1434.530208,1539.495833,1329.564583
BSC,2022-12-06,Element,51,33,320,9,122952.075,373.7145137,280.7125,1403.5625,280.7125
BSC,2022-12-06,MarketNG,24,19,24,14,12632.0625,526.3359375,280.7125,1403.5625,280.7125
BSC,2022-12-06,Nifty Protocol,2,2,2,2,1964.9875,982.49375,982.49375,1684.275,280.7125
BSC,2022-12-06,Others,141,68,137,23,54738.9375,380.1315104,280.7125,3368.55,280.7125
BSC,2022-12-06,Seaport,14,7,67,5,32281.9375,481.8199627,280.7125,2807.125,280.7125
Ethereum,2022-12-06,Blur,3071,2372,3671,226,6644793.1,1247.145852,86.62,87772.3,0.12
Ethereum,2022-12-06,Larva Labs,16,11,13,1,1410455.8,88153.4875,86004.345,114643.8,79903.36
Ethereum,2022-12-06,LooksRare,405,319,389,86,4774342.02,10925.26778,311.2,1013910.72,0.12
Ethereum,2022-12-06,NFTX,38,28,89,16,21241.74,236.0193333,109.94,1069.01,4.35
Ethereum,2022-12-06,OpenSea,30709,15628,11601,966,10070047.79,231.4049174,40.33,110915.12,0.01
Ethereum,2022-12-06,Rarible,21,19,20,6,16121.66403,767.6982872,102.62812,9667.581,12.6112
Ethereum,2022-12-06,Sudoswap,294,211,604,46,329381.39,515.4638341,19.25,31253.25,0.13
Ethereum,2022-12-06,X2Y2,1771,1151,1924,51,5143165.92,2120.893163,37.45,352223.2,0.51
Flow,2022-12-06,AeraPack,8,8,8,1,8.41763E-05,1.0522E-05,1.04601E-05,1.1258E-05,1.00475E-05
Flow,2022-12-06,ChainmonstersMarketplace,13,5,13,1,8.32832,0.64064,0.4004,2.98298,0.3003
Flow,2022-12-06,FindMarketSale,11,4,11,1,49,4.454545455,2,15,2
Flow,2022-12-06,FlovatarMarketplace,13,7,13,2,1005.020182,77.30924479,19.80877447,329.0457536,1.925853073
Flow,2022-12-06,Market,1,1,1,1,16,16,16,16,16
Flow,2022-12-06,NFTStorefront,7551,1943,7247,28,104826.8594,13.88251349,6,2740,0.01
Flow,2022-12-06,NFTStorefrontV2,2285,181,336,4,31026.71017,13.57842896,10,1495,5
Flow,2022-12-06,OffersV2,2500,602,2482,1,46931,18.7724,2,2000,1
Flow,2022-12-06,OlympicPinMarket,235,38,235,1,2127,9.05106383,6,158,1
Flow,2022-12-06,TopShotMarketV3,5792,1353,5658,1,62284,10.75345304,3,1666,1
Gnosis,2022-12-06,Others,2,2,2,1,0.953998524,0.476999262,0.476999262,0.655873985,0.298124539
NEAR,2022-12-06,Apollo42,2,2,2,1,10.48657606,5.243288031,5.243288031,7.007948564,3.478627499
NEAR,2022-12-06,LandToEmpire,1,1,1,1,0.227247023,0.227247023,0.227247023,0.227247023,0.227247023
NEAR,2022-12-06,Mintbase,3,2,3,3,3.146514716,1.048838239,1.398443216,1.748054019,1.74805E-05
NEAR,2022-12-06,Others,2,2,2,2,118.5180625,59.25903126,59.25903126,86.52867396,31.98938856
NEAR,2022-12-06,Paras,170,65,137,17,1959.67267,11.52748629,2.641799079,157.3248618,0.01748054
NEAR,2022-12-06,TradePort,3,1,3,1,95.96816567,31.98938856,31.98938856,31.98938856,31.98938856
Optimism,2022-12-06,quixotic,3493,2727,2908,105,43008.9619,10.09126276,12.52,251.59,0.12
Polygon,2022-12-06,BitKeep,295,237,1792,37,177410.3164,90.37713521,99.28594271,180.3542813,0.910880208
Polygon,2022-12-06,NFTKEY,3,2,3,2,39.16784896,13.05594965,10.01968229,24.59376563,4.554401042
Polygon,2022-12-06,Others,2054,975,1707,84,36346.85295,17.60138158,13.66320313,6439.923073,0.910880208
Polygon,2022-12-06,PlayDapp,74,35,1079,6,4558.044563,4.224323042,4.554401042,53.74193229,0.910880208
Polygon,2022-12-06,Seaport,734,367,2203,86,33736.27028,14.80310236,5.46528125,675.8731146,0.910880208
Polygon,2022-12-06,tofuNFT,216,92,2724,27,15822.9001,5.793811827,7.287041667,67.40513542,0.910880208
Solana,2022-12-06,CoralCube,114,101,111,21,6800.185295,59.6507482,51.1767597,1066.269908,0.14106872
Solana,2022-12-06,Exchange.Art,50,34,49,4,6480.619395,129.6123879,21.07751555,2318.52671,1.405167703
Solana,2022-12-06,Hadeswap,1419,542,1224,84,225708.8563,155.2330511,57.95442913,2288.80775,0.512397031
Solana,2022-12-06,Hyperspace,75,55,75,26,10029.66551,133.7288735,49.18086961,1194.392548,0.281033541
Solana,2022-12-06,Magic Eden,29292,6312,21842,1052,2509448.014,85.67008104,19.17351331,38642.11183,1.40517E-06
Solana,2022-12-06,OpenSea,13,11,13,8,1221.512284,93.96248341,11.10082485,1053.875777,0.983617392
Solana,2022-12-06,SMB Market,1,1,1,1,3723.694413,3723.694413,3723.694413,3723.694413,3723.694413
Solana,2022-12-06,Solanart,47,22,42,19,2223.488192,47.30825941,5.620670812,702.5838515,0.014051677
Solana,2022-12-06,Yawww,217,94,8,5,21547.53009,99.29737369,108.1979131,217.800994,10.25772423
Algorand,2022-12-05,ALGOxNFT,249,150,246,48,3638.997072,14.61444607,2.421302217,362.8327419,0.024188833
Algorand,2022-12-05,Atomic Swaps,4,4,4,1,224.230485,56.05762125,11.85252833,193.5106667,7.014761667
Algorand,2022-12-05,Nfdomains,11,9,11,0,836.5708008,76.05189099,37.49269167,384.60245,0.241888333
Algorand,2022-12-05,Rand Gallery,367,144,365,62,15020.26723,40.92715866,5.80532,1990.257207,0.241888333
Algorand,2022-12-05,Shufl,4,4,4,2,100.3836583,25.09591458,21.89089417,53.69921,2.90266
Arbitrum,2022-12-05,NFTX,4,2,9,2,68.30305306,7.589228118,10.69758603,10.69758603,0.551674888
Arbitrum,2022-12-05,Others,72,63,71,21,2465.550564,32.87400753,1.975105951,495.3567389,0.099206826
Arbitrum,2022-12-05,Seaport,1137,1037,1397,53,33577.92153,23.23731594,6.866894917,1665.478245,0.012811371
Arbitrum,2022-12-05,tofuNFT,268,184,260,34,7480.901273,27.91381072,1.185051828,954.447148,0.012811371
Avalanche,2022-12-05,Element,85,85,20,3,6068.25999,71.391294,72.2196087,169.495,0.014738696
Avalanche,2022-12-05,FarmLand,1,1,1,1,1105.402174,1105.402174,1105.402174,1105.402174,1105.402174
Avalanche,2022-12-05,Nifty Protocol,21,13,21,9,777.7609696,37.03623665,16.9495,198.9723913,1.768643478
Avalanche,2022-12-05,Others,291,237,501,66,101843.6433,177.7375974,35.88872391,5895.478261,0.117909565
Avalanche,2022-12-05,Roostr,11,3,11,1,4225.436657,384.1306051,396.470913,427.4221739,338.99
Avalanche,2022-12-05,Seaport,16,11,32,7,3493.232995,109.1635311,14.48813783,736.9347826,4.421608696
Avalanche,2022-12-05,chikn,6,6,6,1,8835.848043,1472.641341,1374.38337,1842.336957,1282.266522
BSC,2022-12-05,Element,153,26,2472,8,888482.0875,358.1145052,289.7854167,2608.06875,289.7854167
BSC,2022-12-05,MarketNG,20,16,25,6,9852.704167,394.1081667,289.7854167,869.35625,289.7854167
BSC,2022-12-05,Nifty Protocol,2,2,2,2,579.5708333,289.7854167,289.7854167,289.7854167,289.7854167
BSC,2022-12-05,Others,132,41,135,22,54479.65833,383.6595657,289.7854167,3477.425,289.7854167
BSC,2022-12-05,Seaport,16,10,35,7,38251.675,1092.905,579.5708333,6665.064583,289.7854167
Ethereum,2022-12-05,Blur,4796,3010,5067,247,4539829.37,510.7244201,26.02,96698.15,0.13
Ethereum,2022-12-05,Larva Labs,1,1,1,1,116485.2,116485.2,116485.2,116485.2,116485.2
Ethereum,2022-12-05,LooksRare,447,346,354,87,4238227.19,8510.496365,419.875,1047895.2,0.13
Ethereum,2022-12-05,NFTX,37,34,63,18,25517.17,405.0344444,70.9,5738.54,1.09
Ethereum,2022-12-05,OpenSea,28083,14805,11729,941,8110506.02,202.3377412,36.6,81509.86,0.01
Ethereum,2022-12-05,Rarible,29,16,26,5,13021.05522,449.0019041,261.03854,3146.625,1.30E-09
Ethereum,2022-12-05,Sudoswap,227,162,370,43,229319.41,580.5554684,88.9,26546.87,0.01
Ethereum,2022-12-05,X2Y2,700,577,763,55,4269828.36,4797.559955,56.555,266015.4,0.75
Flow,2022-12-05,AeraPack,1,1,1,1,1.03069E-05,1.03069E-05,1.03069E-05,1.03069E-05,1.03069E-05
Flow,2022-12-05,ChainmonstersMarketplace,18,5,18,1,64.57,3.587222222,0.645,45,0.16
Flow,2022-12-05,FindMarketSale,5,3,5,1,29,5.8,5,9,4
Flow,2022-12-05,FlovatarMarketplace,49,13,49,2,558.9965754,11.40809338,2.806884066,61.75144944,1.684130439
Flow,2022-12-05,Market,6,6,6,1,92,15.33333333,15,16,15
Flow,2022-12-05,NFTStorefront,4086,1099,3934,32,59951.04524,14.67230672,5,6000,0.001122754
Flow,2022-12-05,NFTStorefrontV2,2133,82,159,5,25048.64058,11.74338518,10,775,5
Flow,2022-12-05,OffersV2,2083,520,2072,1,39545,18.98463754,1,9250,1
Flow,2022-12-05,OlympicPinMarket,109,24,94,1,642,5.889908257,6,99,1
Flow,2022-12-05,TheFabricantMarketplace,1,1,1,1,15.71855077,15.71855077,15.71855077,15.71855077,15.71855077
Flow,2022-12-05,TopShotMarketV3,5555,1398,5488,1,47470,8.545454545,2,2750,1
Flow,2022-12-05,ZeedzMarketplace,4,3,4,1,1067.202901,266.8007253,84.5,886.9753647,11.22753626
Gnosis,2022-12-05,Others,3,3,3,1,22.7777386,7.592579534,3.770896524,15.23594555,3.770896524
NEAR,2022-12-05,Mintbase,3,3,3,2,1.411799498,0.470599833,0.017429408,1.39435266,1.74294E-05
NEAR,2022-12-05,Paras,355,113,220,22,4561.812546,12.85017619,0.037089781,261.4411237,0.019660373
NEAR,2022-12-05,TradePort,6,4,6,2,128.977621,21.49627017,10.45764495,43.57352062,10.45764495
Optimism,2022-12-05,quixotic,2714,2285,2066,100,34089.77728,11.38603116,12.92,315.52,0.13
Polygon,2022-12-05,BitKeep,303,223,3011,29,514995.2912,162.5103475,183.3471503,183.3471503,0.925995708
Polygon,2022-12-05,NFTKEY,2,1,2,1,133.343382,66.671691,66.671691,68.52368242,64.81969958
Polygon,2022-12-05,Others,1833,928,1529,76,27926.17857,14.8543503,13.88993563,648.1969958,0.925995708
Polygon,2022-12-05,PlayDapp,113,33,2169,4,7599.646778,3.503756007,4.629978542,277.7987125,0.925995708
Polygon,2022-12-05,Seaport,595,345,1951,112,27109.45036,13.74021812,4.629978542,444.47794,0.925995708
Polygon,2022-12-05,tofuNFT,284,102,4489,17,24060.14649,5.345511329,4.629978542,46.29978542,0.925995708
Solana,2022-12-05,CoralCube,153,112,150,22,7085.890285,46.3130084,57.08344628,382.7148096,0.167537058
Solana,2022-12-05,Exchange.Art,1599,24,1599,0,3324.3588,2.07902364,0.029443755,1289.166218,0.029443755
Solana,2022-12-05,Hadeswap,1080,436,941,84,160797.091,144.9928684,52.01033892,3089.32319,0.483280778
Solana,2022-12-05,Hyperspace,133,78,133,28,16666.03583,125.30854,41.05181717,5148.871983,0.166990443
Solana,2022-12-05,Magic Eden,29427,6315,22042,1059,2263980.671,76.93549024,13.91587023,55635.64916,1.39159E-05
Solana,2022-12-05,OpenSea,81,67,81,20,4526.285691,55.88007025,86.2783954,180.7671542,0.278317405
Solana,2022-12-05,Solanart,64,28,64,23,1736.130053,27.12703208,11.61975164,340.7996618,0.695793511
Solana,2022-12-05,Yawww,30,20,6,3,2610.171946,87.00573155,94.21044143,260.0876145,4.174761068
Algorand,2022-12-04,AB2 Gallery,1,1,1,1,768.4784,768.4784,768.4784,768.4784,768.4784
Algorand,2022-12-04,ALGOxNFT,440,189,422,64,4761.389625,10.82134006,3.604643995,787.9305382,0.047971063
Algorand,2022-12-04,Atomic Swaps,10,7,10,1,91.98686448,9.198686448,7.80485875,26.6565945,0.002401495
Algorand,2022-12-04,Nfdomains,31,14,31,0,727.4128355,23.46493018,19.81233375,100.86279,0.2401495
Algorand,2022-12-04,Rand Gallery,382,150,371,70,12870.28701,33.6918508,13.20846265,600.37375,0.2401495
Algorand,2022-12-04,Shufl,5,5,5,3,201.4854305,40.2970861,4.80299,112.389966,2.1613455
Arbitrum,2022-12-04,NFTX,4,4,6,4,40.42145601,6.736909335,5.022255469,23.05334154,0.543815957
Arbitrum,2022-12-04,Others,38,33,38,20,15737.63836,414.148378,11.1765461,8840.205956,1.26289E-06
Arbitrum,2022-12-04,Seaport,1542,1424,1855,51,189851.145,98.11428684,19.70103042,606.1855513,0.012628866
Arbitrum,2022-12-04,Smol Sweep,1,2,6,1,727.6871095,60.64059246,60.64059246,60.64059246,60.64059246
Arbitrum,2022-12-04,tofuNFT,359,265,340,32,6017.714973,16.76243725,19.32216445,719.8453422,0.012628866
Avalanche,2022-12-04,Element,73,73,16,2,6343.6611,86.89946712,84.2212,171.4503,15.0395
Avalanche,2022-12-04,FarmLand,9,6,9,1,2199.97806,244.4420067,195.5135,571.501,180.474
Avalanche,2022-12-04,Nifty Protocol,27,15,27,11,709.3527562,26.2723243,9.0237,120.316,1.80474
Avalanche,2022-12-04,Others,306,181,391,68,35183.27914,76.31947753,30.6595247,436.1455,0.2255925
Avalanche,2022-12-04,Roostr,5,5,5,1,1842.188355,368.437671,360.948,404.56255,330.869
Avalanche,2022-12-04,Seaport,12,9,19,7,761.088937,40.05731247,5.925563,165.4345,0.210553
Avalanche,2022-12-04,chikn,6,5,6,1,32152.94705,5358.824508,1864.146025,23236.0275,1503.95
BSC,2022-12-04,Element,34,27,67,8,71832.765,945.1679605,865.455,2307.88,288.485
BSC,2022-12-04,MarketNG,28,14,28,10,12116.37,432.7275,288.485,1153.94,288.485
BSC,2022-12-04,Nifty Protocol,10,5,10,4,3461.82,346.182,288.485,865.455,288.485
BSC,2022-12-04,Others,109,40,113,20,36060.625,313.5706522,288.485,1442.425,288.485
BSC,2022-12-04,Seaport,9,7,39,6,17309.1,443.8230769,288.485,2884.85,288.485
Ethereum,2022-12-04,Blur,7140,4233,6062,269,5732944.75,457.354986,18.77,104275.3,0.13
Ethereum,2022-12-04,Larva Labs,4,3,4,1,365917.14,91479.285,89582.18,186740.24,12.54
Ethereum,2022-12-04,LooksRare,413,307,371,95,3712581.94,8574.09224,189.11,1013555.2,0.13
Ethereum,2022-12-04,NFTX,38,34,91,15,18356.5,201.7197802,110.98,4634.24,1.56
Ethereum,2022-12-04,OpenSea,24869,13769,13562,922,7051938.7,193.5484754,27.55,102161.6,0.01
Ethereum,2022-12-04,Rarible,19,17,19,6,3491.706851,183.7740448,15.70535476,1270.0649,1.28E-10
Ethereum,2022-12-04,Sudoswap,201,155,285,43,121343.43,409.9440203,105.995,13510.29,1.62
Ethereum,2022-12-04,X2Y2,1066,781,1213,51,4488853.68,3055.720681,28.76,150816,1.15
Flow,2022-12-04,ChainmonstersMarketplace,8,4,8,1,19.33,2.41625,0.415,15,0.3
Flow,2022-12-04,FindMarketSale,2,1,2,1,5,2.5,2.5,3,2
Flow,2022-12-04,FlovatarMarketplace,18,8,18,1,682.427677,37.91264872,15.99121078,160.4635288,1.599121078
Flow,2022-12-04,MotoGPNFTStorefront,7,3,7,1,51.26561554,7.323659362,8.277402191,13.59665081,0.949865825
Flow,2022-12-04,NFTStorefront,3951,1023,3789,35,58414.05117,14.78462444,5,1660,0.441136849
Flow,2022-12-04,NFTStorefrontV2,2151,64,193,4,25404,11.81032078,10,850,4
Flow,2022-12-04,OffersV2,1464,402,1461,1,17497,11.95150273,1,1700,1
Flow,2022-12-04,OlympicPinMarket,87,16,82,1,346,3.977011494,6,6,1
Flow,2022-12-04,TopShotMarketV3,4004,847,3898,1,28392,7.090909091,2,885,1
Flow,2022-12-04,ZeedzMarketplace,4,2,4,1,39.53689009,9.884222523,8.161031706,22.05684245,1.157984229
Gnosis,2022-12-04,Nifty,1,1,1,1,0.999919627,0.999919627,0.999919627,0.999919627,0.999919627
Gnosis,2022-12-04,Others,8,5,8,1,25.38795932,3.173494916,0.649947757,17.88856212,0.099991963
NEAR,2022-12-04,LandToEmpire,1,1,1,1,0.932276969,0.932276969,0.932276969,0.932276969,0.932276969
NEAR,2022-12-04,Mintbase,2,2,2,1,0.033900981,0.01695049,0.01695049,0.01695049,0.01695049
NEAR,2022-12-04,Paras,147,54,117,13,2601.703981,17.69866653,0.527634863,167.8098544,0.019120153
NEAR,2022-12-04,TradePort,10,3,10,5,311.7195174,31.17195174,10.0007893,83.05740267,6.610691233
Optimism,2022-12-04,quixotic,2939,2213,2698,119,45714.38917,12.72318095,12.52,381.5,0.13
Polygon,2022-12-04,BitKeep,406,245,2164,35,279280.8777,117.8400328,180.385611,181.301274,0.915663
Polygon,2022-12-04,NFTKEY,2,1,2,2,21.060249,10.5301245,10.5301245,17.397597,3.662652
Polygon,2022-12-04,Others,1404,584,1248,45,22155.38195,15.39637384,9.15663,2312.049075,0.915663
Polygon,2022-12-04,PlayDapp,103,33,1688,6,5896.86972,3.493406232,4.578315,32.048205,0.915663
Polygon,2022-12-04,Seaport,631,323,3177,98,29166.61354,9.148875012,5.493978,320.48205,0.915663
Polygon,2022-12-04,tofuNFT,226,83,3712,15,21437.50216,5.748860862,7.325304,457.8315,0.915663
Solana,2022-12-04,CoralCube,79,53,79,23,3155.624374,39.94461233,13.52648808,782.9672034,0.162517758
Solana,2022-12-04,Exchange.Art,49,37,49,1,4643.102254,94.75718885,19.57349188,1619.87519,1.349895992
Solana,2022-12-04,Hadeswap,1076,454,948,88,187554.3693,171.9105126,72.30042932,3037.265982,1.028492182
Solana,2022-12-04,Hyperspace,47,29,47,15,5912.069281,125.7887081,16.1987519,3374.73998,0.269979198
Solana,2022-12-04,Magic Eden,23258,5388,18764,994,1792305.171,77.06187852,9.447922047,9449.271943,1.3499E-05
Solana,2022-12-04,OpenSea,44,18,44,22,1286.538623,29.23951417,1.147411593,796.4386352,0.350972958
Solana,2022-12-04,SMB Market,1,1,1,1,6749.479959,6749.479959,6749.479959,6749.479959,6749.479959
Solana,2022-12-04,Solanart,35,13,35,11,4837.727558,138.2207874,11.87908473,2024.843988,0.944927194
Solana,2022-12-04,Yawww,30,19,4,2,2255.001254,75.16670848,91.79292745,95.84261542,39.14698376
Algorand,2022-12-03,AB2 Gallery,2,2,2,1,17.90036875,8.950184375,8.950184375,16.69088438,1.209484375
Algorand,2022-12-03,ALGOxNFT,526,189,520,69,4014.736973,7.632579796,2.421387719,337.536865,0.026608656
Algorand,2022-12-03,Atomic Swaps,14,11,41,0,689.4060938,16.81478277,18.14226563,24.1896875,4.8379375
Algorand,2022-12-03,Nfdomains,12,8,12,0,1073.417383,89.45144857,50.19360156,299.952125,19.95649219
Algorand,2022-12-03,Rand Gallery,400,126,390,72,8031.694926,20.07923731,4.35414375,618.0465156,0.241896875
Algorand,2022-12-03,Shufl,1,1,1,0,3.628453125,3.628453125,3.628453125,3.628453125,3.628453125
Arbitrum,2022-12-03,Others,38,30,38,15,13628.52608,358.645423,4.663825038,12366.63411,0.050250535
Arbitrum,2022-12-03,Seaport,1421,1327,1534,60,48586.86557,30.63484588,19.38731011,1192.44712,0.012754809
Arbitrum,2022-12-03,Zapper,1,1,1,1,1361.575819,1361.575819,1361.575819,1361.575819,1361.575819
Arbitrum,2022-12-03,tofuNFT,489,263,484,23,13264.21195,27.12517782,19.0939495,2550.834309,0.012754809
Avalanche,2022-12-03,Element,69,69,18,3,5303.066532,76.85603669,78.49125,161.343125,0.273265833
Avalanche,2022-12-03,FarmLand,2,2,2,1,478.0698542,239.0349271,239.0349271,290.5629792,187.506875
Avalanche,2022-12-03,Nifty Protocol,72,18,72,11,3122.743857,43.37144246,13.37258333,1642.502083,1.671572917
Avalanche,2022-12-03,Others,251,140,345,76,82995.70323,205.434909,58.14159399,1401.940938,0.145354167
Avalanche,2022-12-03,Roostr,5,4,5,1,1686.108333,337.2216667,334.3145833,348.85,319.7791667
Avalanche,2022-12-03,Seaport,6,5,6,4,612.5224583,102.0870764,29.07083333,494.2041667,2.034958333
Avalanche,2022-12-03,chikn,3,3,3,1,4745.813542,1581.937847,1511.683333,1816.927083,1417.203125
BSC,2022-12-03,Element,31,22,55,5,49863.875,791.4900794,579.8125,2319.25,289.90625
BSC,2022-12-03,MarketNG,46,24,46,7,25511.75,554.6032609,289.90625,1449.53125,289.90625
BSC,2022-12-03,Nifty Protocol,13,2,13,1,3768.78125,289.90625,289.90625,289.90625,289.90625
BSC,2022-12-03,Others,85,41,127,24,49573.96875,372.7366071,289.90625,1159.625,289.90625
BSC,2022-12-03,Seaport,27,15,174,8,73926.09375,422.4348214,289.90625,869.71875,289.90625
Ethereum,2022-12-03,Blur,5310,3369,5391,242,4413054.15,452.1108647,25.08,85803.44,0.13
Ethereum,2022-12-03,Larva Labs,5,5,5,1,528163.83,105632.766,100161.52,136526.08,84505.74
Ethereum,2022-12-03,LooksRare,491,285,479,82,4238475.14,7623.156727,884.95,1029804.08,0.13
Ethereum,2022-12-03,NFTX,30,29,101,20,5594.16,55.38772277,9.51,874.7,5.69
Ethereum,2022-12-03,OpenSea,26881,14385,12733,908,6413337.09,161.8589478,29.68,104567.13,0.01
Ethereum,2022-12-03,Rarible,15,13,13,5,5413.398546,338.3374091,34.8256989,3220.959488,1.28151E-06
Ethereum,2022-12-03,Sudoswap,268,201,375,43,189600.23,474.000575,228.185,32407.16,1.87
Ethereum,2022-12-03,X2Y2,2064,1290,2202,50,3046230.64,1027.396506,24.87,162561.28,0.49
Flow,2022-12-03,ChainmonstersMarketplace,17,3,17,1,7.227222891,0.425130758,0.180180072,2.302300921,0.140140056
Flow,2022-12-03,FindMarketSale,1,1,1,1,33,33,33,33,33
Flow,2022-12-03,FlovatarMarketplace,46,12,46,2,919.9061532,19.99795985,2.943943928,160.8265665,1.090349603
Flow,2022-12-03,Market,1,1,1,1,15,15,15,15,15
Flow,2022-12-03,MotoGPNFTStorefront,4,1,4,1,101.7832798,25.44581996,28.88537389,41.27464713,2.737884927
Flow,2022-12-03,NFTStorefront,4078,1059,3954,29,57792.35728,14.17174038,4.002000801,2900,0.2
Flow,2022-12-03,NFTStorefrontV2,2313,140,359,6,68678,29.69217467,10,31500,4
Flow,2022-12-03,OffersV2,1516,416,1501,1,22721,14.98746702,1,5400,1
Flow,2022-12-03,OlympicPinMarket,30,11,30,1,208,6.933333333,6,80,1
Flow,2022-12-03,TheFabricantMarketplace,1,1,1,1,21.80699206,21.80699206,21.80699206,21.80699206,21.80699206
Flow,2022-12-03,TopShotMarketV3,3821,912,3770,1,34729,9.088981942,2,950,1
Flow,2022-12-03,ZeedzMarketplace,5,4,5,1,520.9743057,104.1948611,115.5770579,149,3
Gnosis,2022-12-03,Others,17,8,17,1,336.2093579,19.77702105,1.84984241,114.9902038,0.187983985
NEAR,2022-12-03,LandToEmpire,2,1,2,1,0.393188128,0.196594064,0.196594064,0.205141632,0.188046496
NEAR,2022-12-03,Mintbase,6,5,6,3,4.614319106,0.769053184,0.708593387,1.606942783,0.000170951
NEAR,2022-12-03,Paras,203,94,142,20,2510.341467,12.36621412,1.728796912,384.6405597,0.019283313
Optimism,2022-12-03,quixotic,2590,2199,2243,92,33894.53574,11.30571572,12.75,227.23,0.01
