Blockchain,Day,Hour,Sales,Marketplaces,Buyers,NFTs,Collections,Volume,PriceAverage,PriceMedian,PriceMax,PriceFloor
Solana,3.Wednesday,2,1701,7,737,1630,245,164989.3923,96.82476076,17.02429304,7847.251056,0.137759934
Polygon,3.Wednesday,2,252,11,161,575,35,21434.64235,36.5155747,11.0481745,368.2724833,0.893904583
Flow,3.Wednesday,2,1422,5,536,1254,17,19962.80925,14.03854378,5,1550,8.91793E-06
Ethereum,3.Wednesday,2,3706,8,2623,3507,291,1900912.939,330.8236928,32.98,88314.22,0.01
Avalanche,3.Wednesday,2,23,7,22,20,12,1150.204823,46.00819293,28.47441667,156.6329583,1.423720833
Arbitrum,3.Wednesday,2,78,4,76,85,20,1386.281793,16.30919757,2.976428333,304.5115489,0.079437795
Gnosis,3.Wednesday,2,9,2,2,8,1,166.0672186,18.45191318,14.99703961,29.99407922,0.099980264
Algorand,3.Wednesday,2,143,3,43,143,32,3288.058191,22.99341392,5.654585549,282.7179688,0.177396776
Arbitrum,3.Wednesday,3,166,5,157,176,29,8921.545247,49.8410349,17.23848076,2647.926512,0.076891065
NEAR,3.Wednesday,3,15,2,10,15,7,278.5403648,18.56935765,17.04996439,53.24913803,0.173163774
Solana,3.Wednesday,3,2007,8,736,1882,229,212478.8718,105.8688948,14.13919109,11020.79468,0.084835147
Avalanche,3.Wednesday,3,13,6,13,14,11,1004.0562,66.93708002,28.47441667,245.9154167,0.000129429
Algorand,3.Wednesday,3,75,3,28,79,16,2548.34811,32.25757102,5.654359375,678.5233512,0.223703375
BSC,3.Wednesday,3,55,6,24,62,9,35154.07375,524.6876679,279.0908333,1674.545,272.22875
Ethereum,3.Wednesday,3,3496,8,2495,4330,274,4516119.282,707.3013754,27.36,278058.9,0.01
Optimism,3.Wednesday,3,302,1,255,280,19,4224.939198,11.86780674,12.62,78.12,0.26
Polygon,3.Wednesday,3,282,14,160,732,35,10485.00712,14.18810165,4.603406042,368.2724833,0.893904583
Flow,3.Wednesday,3,1391,5,468,1225,19,21488.80421,15.44845738,6,1616,1
Algorand,3.Wednesday,4,75,4,30,73,17,2239.210428,29.85613904,7.916329299,1342.22025,0.223703375
Solana,3.Wednesday,4,1707,7,629,1648,221,190685.1964,111.7077893,14.13919109,12233.0821,0.091904742
Avalanche,3.Wednesday,4,28,5,20,30,15,1432.554993,46.21145139,23.16782083,284.7441667,0.609804042
Flow,3.Wednesday,4,1325,7,413,1160,23,79233.17572,59.79862319,7,49999,1
NEAR,3.Wednesday,4,15,2,6,13,5,122.104813,8.140320869,3.072065656,81.06839924,0.019251611
BSC,3.Wednesday,4,7,5,7,7,6,3573.284167,510.4691667,279.0908333,1905.60125,272.22875
Arbitrum,3.Wednesday,4,154,3,145,184,34,4263.013359,23.04331546,0.347249972,767.8986886,0.076891065
Ethereum,3.Wednesday,4,3379,7,2366,3669,274,2066403.279,399.8458357,27.55,251774,0.01
Polygon,3.Wednesday,4,466,13,216,1173,38,14013.66626,11.70732352,7.151236667,102.7990271,0.893904583
Optimism,3.Wednesday,4,358,1,331,215,29,4727.501774,13.02342087,13.18,79.06,0.13
Gnosis,3.Wednesday,4,1,1,1,1,1,59.98815844,59.98815844,59.98815844,59.98815844,59.98815844
Flow,3.Wednesday,5,1260,7,448,1096,18,16534.59058,13.12269094,6,650,1
Polygon,3.Wednesday,5,498,14,209,1175,42,10402.2373,8.625404064,5.3634275,1022.876822,0.893904583
Arbitrum,3.Wednesday,5,154,4,145,194,22,17575.53919,90.13097018,0.347249972,10856.4987,0.013239633
Solana,3.Wednesday,5,1896,8,666,1619,233,162863.2111,85.89831811,14.13919109,11020.79468,0.085411159
Avalanche,3.Wednesday,5,25,7,24,25,12,1643.658227,58.70207952,45.00789583,167.2779167,0.13686375
Ethereum,3.Wednesday,5,2770,7,2003,2806,258,1465814.174,351.851698,37.985,86002.08,0.01
Optimism,3.Wednesday,5,268,1,231,215,25,3415.648406,12.3755377,13.2,48,0.13
Algorand,3.Wednesday,5,30,3,23,30,14,1618.604386,53.95347953,22.92959594,402.666075,0.024879181
NEAR,3.Wednesday,5,36,1,15,35,8,603.218266,16.75606294,2.424292832,102.4021885,0.019251611
BSC,3.Wednesday,5,12,5,6,27,5,16949.05792,627.7428858,558.1816667,1905.60125,272.22875
Gnosis,3.Wednesday,5,2,1,1,2,1,3.799250034,1.899625017,1.899625017,1.899625017,1.899625017
Polygon,3.Wednesday,6,462,13,194,780,38,7491.889497,9.26067923,3.682724833,669.3352385,0.893904583
Ethereum,3.Wednesday,6,2452,7,1894,2713,264,1532892.232,395.483032,31.22,86360.57,0.01
Solana,3.Wednesday,6,2064,7,627,1748,226,134978.0744,65.39635387,12.62889698,6199.197008,0.034439983
Arbitrum,3.Wednesday,6,187,6,178,214,35,2154.956517,9.976650544,0.470006956,717.9170911,0.026479265
NEAR,3.Wednesday,6,37,1,16,31,2,138.3995301,3.740527839,1.697004982,34.63275474,0.019251611
Optimism,3.Wednesday,6,467,1,410,334,30,5572.581176,11.18992204,13.18,46.14,0.13
Avalanche,3.Wednesday,6,32,8,24,34,19,4232.979808,124.4994061,37.46974375,1505.50125,0.13686375
BSC,3.Wednesday,6,11,4,11,12,6,11822.49167,985.2076389,816.68625,2232.726667,279.0908333
Flow,3.Wednesday,6,1157,6,380,993,18,14473.67668,12.50966005,6,1500,0.941230901
Algorand,3.Wednesday,6,43,3,17,34,9,969.0589851,22.53625547,8.948358703,339.2615625,0.024879181
Gnosis,3.Wednesday,7,6,1,1,6,1,985.0274847,164.1712475,169.832325,180.5585771,125.1396079
NEAR,3.Wednesday,7,17,1,11,16,2,13.40466439,0.78850967,0.158063893,1.731637737,0.019251611
Polygon,3.Wednesday,7,371,14,196,927,43,10504.92181,10.98841194,4.469522917,232.4151917,0.893904583
Arbitrum,3.Wednesday,7,157,3,144,242,31,2387.444115,9.78460703,1.853548559,661.9816281,0.076891065
Solana,3.Wednesday,7,1989,8,562,1640,197,146724.2309,73.76783854,11.31135287,6887.996676,0.04132798
Optimism,3.Wednesday,7,553,1,477,441,26,6279.82426,10.12874881,13.24,52.95,0.17
Avalanche,3.Wednesday,7,27,10,22,44,18,2026.891084,45.04202408,18.37894167,402.9877083,0.288934583
Ethereum,3.Wednesday,7,2337,8,1808,2572,242,2190170.513,613.4931408,52.95,116721.55,0.01
Algorand,3.Wednesday,7,29,3,14,29,5,1046.721833,36.09385631,2.239270784,413.8512438,2.23703375
Flow,3.Wednesday,7,949,7,321,788,15,14893.50478,15.69389334,6,1900,1
BSC,3.Wednesday,7,18,10,19,25,12,13851.61042,513.022608,279.0908333,1953.635833,272.22875
Algorand,3.Wednesday,8,27,2,13,27,10,377.3457736,13.97576939,4.476304534,79.16103125,0.177396776
BSC,3.Wednesday,8,9,4,9,9,4,5520.057917,613.3397685,279.0908333,1905.60125,272.22875
Solana,3.Wednesday,8,1927,8,590,1751,222,125286.4069,65.01629833,6.744394137,5795.422643,0.085411159
Ethereum,3.Wednesday,8,2717,6,1983,2604,233,3479891.69,866.5068949,47.095,268432.99,0.01
Arbitrum,3.Wednesday,8,143,5,137,262,29,2166.718509,8.054715646,1.853548559,453.6970903,0.076891065
Flow,3.Wednesday,8,588,8,217,467,15,5966.105562,10.14643803,7,450,0.529250526
Optimism,3.Wednesday,8,520,1,419,419,35,5586.166795,10.52008813,13.22,132.37,0.12
Polygon,3.Wednesday,8,393,15,204,853,42,9876.036667,11.32573012,3.682724833,1625.118533,0.893904583
Avalanche,3.Wednesday,8,27,6,22,44,17,3950.060613,87.77912474,40.75498333,190.3217067,0.258858333
Gnosis,3.Wednesday,8,2,1,2,2,1,357.5417367,178.7708684,178.7708684,178.7708684,178.7708684
NEAR,3.Wednesday,8,28,1,14,23,5,101.8091534,3.636041192,0.633156022,51.94913211,0.019251611
Arbitrum,3.Wednesday,9,162,3,143,285,29,1483.866481,5.15231417,2.11834121,39.71889769,0.076891065
Gnosis,3.Wednesday,9,3,1,3,3,1,553.4746085,184.4915362,178.0557849,339.6646499,35.75417368
Algorand,3.Wednesday,9,29,2,17,29,13,525.3083582,18.11408132,2.264005494,113.0871875,0.226400549
Optimism,3.Wednesday,9,520,1,397,396,31,5782.847386,10.70897664,13.27,51.47,0.12
Ethereum,3.Wednesday,9,2273,8,1779,2370,220,1269458.11,394.8547776,59,86894.27,1.34E-11
Flow,3.Wednesday,9,571,6,200,484,12,6231.065947,10.91254982,5.005003002,475,9.61119E-06
NEAR,3.Wednesday,9,46,1,14,43,5,173.2939747,3.76726032,1.125564529,138.531019,0.019532874
Avalanche,3.Wednesday,9,22,7,22,23,12,938.4516191,39.1021508,25.88583333,171.8400417,0.647145833
BSC,3.Wednesday,9,5,2,5,6,3,3307.9175,551.3195833,544.4575,837.2725,272.22875
Solana,3.Wednesday,9,1524,8,571,1341,187,91221.77826,59.81755952,13.02714007,4119.022012,0.091904742
Polygon,3.Wednesday,9,574,11,267,957,64,19915.11603,20.01519199,8.04514125,7042.180308,0.893904583
Ethereum,3.Wednesday,10,2085,6,1663,2220,217,4684750.001,1602.171683,50.42,992765.36,1.34E-10
Solana,3.Wednesday,10,1434,7,553,1374,207,122924.39,85.72133191,14.62912435,5482.845354,0.08265596
Flow,3.Wednesday,10,683,9,228,542,15,7398.533453,10.83240623,6,600,8.77531E-06
Polygon,3.Wednesday,10,479,16,247,1009,60,13953.27311,13.37801832,4.603406042,1173.696718,0.893904583
Arbitrum,3.Wednesday,10,114,4,106,129,32,15405.77905,118.5059927,17.34391866,12588.77599,0.076891065
BSC,3.Wednesday,10,13,7,12,19,10,10843.37,570.7036842,279.0908333,3349.09,272.22875
Avalanche,3.Wednesday,10,25,4,23,26,9,1124.06927,40.14533108,17.31072917,162.7157917,2.329725
NEAR,3.Wednesday,10,35,4,17,35,11,342.2480685,9.778516244,1.731637737,78.33767422,0.019532874
Gnosis,3.Wednesday,10,5,1,1,5,1,70.86477222,14.17295445,17.87708684,21.45250421,5.720667788
Optimism,3.Wednesday,10,522,1,419,328,31,6157.258327,11.50889407,13.27,199.04,0.33
Algorand,3.Wednesday,10,29,2,17,29,13,492.1461557,16.97055709,8.368678049,130.0502656,1.565923625
Flow,3.Wednesday,11,1061,9,358,896,18,12699.04831,11.9689428,4,1899,9.77359E-06
Optimism,3.Wednesday,11,347,1,303,303,36,5121.599893,13.80485146,13.26,122.77,0.16
Polygon,3.Wednesday,11,519,12,297,1319,58,18527.57089,13.64327753,4.469522917,762.3240405,0.893904583
BSC,3.Wednesday,11,6,6,6,6,6,6602.110833,1100.351806,279.0908333,3266.745,272.22875
Avalanche,3.Wednesday,11,31,8,29,39,15,1551.262506,36.93482157,20.70866667,149.0294167,0.152070833
Arbitrum,3.Wednesday,11,115,4,111,209,36,6868.705336,32.55310586,2.528769819,2912.719164,0.010072096
Solana,3.Wednesday,11,1991,7,562,1403,199,126204.3531,63.35559895,15.41171829,11434.07448,0.084835147
Ethereum,3.Wednesday,11,2334,7,1701,2701,219,5637796.151,1537.021851,41.875,1259586,0.01
Algorand,3.Wednesday,11,41,2,19,41,12,612.1214959,14.92979258,0.8948135,246.0737125,0.024607371
NEAR,3.Wednesday,11,35,2,19,32,8,441.7262906,12.62075116,1.021666265,81.92175081,0.019532874
NEAR,3.Wednesday,12,56,1,15,56,6,225.7752662,4.031701182,0.926426189,71.17031099,0.5973461
Algorand,3.Wednesday,12,35,3,24,35,15,1125.757759,32.1645074,10.06687558,316.644125,0.022617438
Optimism,3.Wednesday,12,395,1,334,295,29,5823.99,13.93299043,13.29,122.24,0.13
Avalanche,3.Wednesday,12,66,9,37,68,16,1599.387479,22.21371499,12.94291667,162.7157917,0.015207083
Solana,3.Wednesday,12,1834,7,706,1536,223,107891.0051,58.82824706,13.99779918,11099.26501,0.113113529
Flow,3.Wednesday,12,1023,7,392,861,13,10614.45453,10.37581088,5,450,1.03521E-05
Ethereum,3.Wednesday,12,2256,6,1769,2635,234,2457417.491,682.0475968,46.12,669679.92,0.01
BSC,3.Wednesday,12,8,5,9,22,5,30288.26667,1316.881159,816.68625,3349.09,272.22875
Polygon,3.Wednesday,12,483,16,288,1150,59,14846.5731,12.44473856,5.3634275,893.0106788,0.893904583
Arbitrum,3.Wednesday,12,140,5,132,178,30,2094.635185,11.70187254,2.647926512,496.0202688,0.076891065
Avalanche,3.Wednesday,13,43,8,30,53,16,3143.847186,57.16085792,36.75788333,375.3445833,0.121656667
Arbitrum,3.Wednesday,13,155,5,144,236,30,6320.206944,26.55549136,2.437403115,3136.28592,0.012401785
BSC,3.Wednesday,13,14,6,12,14,9,7521.728333,537.2663095,279.0908333,3349.09,272.22875
NEAR,3.Wednesday,13,26,1,16,24,3,47.84289283,1.840111262,1.038982642,11.07650339,0.019251611
Ethereum,3.Wednesday,13,2599,6,2026,2690,252,1109333.063,296.9306913,45.19,18813.21,1.35E-11
Algorand,3.Wednesday,13,34,4,26,34,14,1016.467044,29.89608954,8.319031875,135.704625,0.226174375
Optimism,3.Wednesday,13,473,1,421,308,38,6381.792405,12.73810859,13.31,185.9857875,0.13
Polygon,3.Wednesday,13,441,14,241,1130,49,11151.64701,9.68024914,5.3634275,271.7469933,0.893904583
Solana,3.Wednesday,13,2536,7,735,1720,236,177207.2398,69.76662983,24.07354838,6874.220682,0.013775993
Flow,3.Wednesday,13,1423,8,502,1259,18,17066.90287,11.99360708,4,1001.127413,9.44083E-06
Optimism,3.Wednesday,14,423,1,380,365,39,6322.933918,13.56852772,13.315,133.1,0.12
BSC,3.Wednesday,14,19,5,10,21,7,5799.14875,276.1499405,279.0908333,279.0908333,272.22875
Avalanche,3.Wednesday,14,46,9,36,82,21,7463.963875,91.02394969,40.90705417,1383.844583,0.422756917
Polygon,3.Wednesday,14,339,17,189,905,46,8634.253113,9.304152061,4.603406042,587.2953113,0.893904583
NEAR,3.Wednesday,14,31,1,21,27,4,154.5602981,4.985816069,0.935084378,76.80164139,0.019251611
Arbitrum,3.Wednesday,14,165,5,141,257,32,86872.8036,332.8459908,2.662488771,83231.05097,0.076891065
Flow,3.Wednesday,14,1643,9,547,1474,18,19615.13621,11.93860999,4,1300,9.82289E-06
Ethereum,3.Wednesday,14,3165,7,2375,2756,278,2647358.545,596.7895729,49.36,93153.89,0.01
Algorand,3.Wednesday,14,51,4,29,51,18,1620.378689,31.77213117,4.476304534,373.3609329,0.323810757
Solana,3.Wednesday,14,2469,8,826,2152,277,181146.7035,73.33874637,6.887996676,5717.037241,1.41E-07
Avalanche,3.Wednesday,15,38,8,24,57,16,11124.55098,191.802603,70.375,668.9443888,1.3686375
BSC,3.Wednesday,15,12,5,11,15,7,14723.19333,981.5462222,544.4575,2511.8175,272.22875
NEAR,3.Wednesday,15,60,2,21,52,9,374.1778084,6.236296807,0.019532874,112.5564529,0.019251611
Algorand,3.Wednesday,15,58,4,24,56,11,581.5006376,10.02587306,5.369104703,87.02061288,0.022370338
Ethereum,3.Wednesday,15,3085,7,2349,2939,305,3612082.142,831.5106221,46.52,88460.71,0.01
Solana,3.Wednesday,15,5368,8,1324,4009,249,317080.6198,59.06866985,23.89523295,7210.987457,0.070695955
Arbitrum,3.Wednesday,15,114,4,97,139,28,4982.080065,35.84230263,18.00590029,1345.470583,0.076891065
Flow,3.Wednesday,15,1526,8,560,1360,17,19809.73977,12.98148085,4,950,9.9162E-06
Optimism,3.Wednesday,15,247,1,206,240,31,4416.26549,15.28119547,13.4,244.55,0.13
Polygon,3.Wednesday,15,352,15,211,791,44,6543.994839,8.009785605,4.469522917,587.2953113,0.893904583
Optimism,3.Wednesday,16,268,1,214,261,26,4048.337728,13.63076676,12.33,241.61,0.12
NEAR,3.Wednesday,16,59,2,15,59,8,104.3960293,1.769424225,0.576635366,45.91031452,0.019251611
Flow,3.Wednesday,16,1758,8,667,1593,17,28486.7064,16.20404232,4.004002669,3000,1.02992E-05
Gnosis,3.Wednesday,16,1,1,1,1,1,3.006908838,3.006908838,3.006908838,3.006908838,3.006908838
Polygon,3.Wednesday,16,277,13,198,961,50,7912.183833,8.115060341,2.762043625,505.0560896,0.893904583
BSC,3.Wednesday,16,10,4,6,10,5,11966.59542,997.2162847,279.0908333,2790.908333,272.22875
Arbitrum,3.Wednesday,16,154,6,142,269,35,37958.11385,138.0295049,3.560931442,20407.15904,0.076891065
Solana,3.Wednesday,16,2993,8,1067,2500,269,252701.0381,84.40248434,21.54035067,26009.07545,0.070695955
Ethereum,3.Wednesday,16,3116,7,2391,3140,290,4388491.068,969.1897235,111.24,245311.28,0.01
Algorand,3.Wednesday,16,42,4,23,42,15,1142.578277,27.20424468,6.74816625,581.0419694,0.218258391
Avalanche,3.Wednesday,16,41,10,26,42,18,2987.636486,58.58110757,5.0477375,1794.435833,1.82485
Gnosis,3.Wednesday,17,2,2,2,2,2,8.26851105,4.134255525,4.134255525,7.168728146,1.099782905
Polygon,3.Wednesday,17,318,19,217,1294,46,7948.553897,6.109572557,4.603406042,505.0560896,0.893904583
NEAR,3.Wednesday,17,18,3,9,18,6,155.8687308,8.659373934,0.853351571,80.21504767,0.225112906
Optimism,3.Wednesday,17,358,1,344,346,26,5949.407718,16.61845731,16.02,132.17,0.12
Arbitrum,3.Wednesday,17,136,4,121,283,37,89292.83573,312.2127123,18.30847792,37266.2462,0.026479265
Algorand,3.Wednesday,17,50,3,31,50,15,1218.199772,24.36399545,13.4224262,107.4328281,0.177396776
Ethereum,3.Wednesday,17,4698,8,3073,3910,283,2523996.269,357.8613737,26.7,184461,0.12
Solana,3.Wednesday,17,2926,8,1024,2534,298,229274.8028,78.33098831,14.04874269,5337.544637,0.014139191
Avalanche,3.Wednesday,17,32,7,23,101,14,104729.0354,1026.755249,826.0183525,2284.742614,0.030414167
BSC,3.Wednesday,17,10,5,9,10,8,10543.69292,1054.369292,558.1816667,2790.908333,272.22875
Flow,3.Wednesday,17,1745,8,651,1586,18,24731.04098,14.17251632,4,3950,9.25068E-06
Flow,3.Wednesday,18,1903,7,715,1732,22,29982.59956,15.75543855,5,2500,9.92874E-06
Avalanche,3.Wednesday,18,68,10,34,103,23,27513.27081,267.1191341,62.34904167,1549.267125,2.588583333
Solana,3.Wednesday,18,2713,8,1049,2582,283,241195.6713,88.87091794,13.23308103,5510.39734,0.001377599
NEAR,3.Wednesday,18,16,1,11,15,5,250.8401112,15.67750695,0.868345207,162.1367985,0.019251611
BSC,3.Wednesday,18,8,6,8,8,7,7405.072917,822.7858796,837.2725,1905.60125,272.22875
Gnosis,3.Wednesday,18,1,1,1,1,1,4.999013203,4.999013203,4.999013203,4.999013203,4.999013203
Polygon,3.Wednesday,18,312,15,157,1653,45,10186.27956,6.147422789,3.682724833,502.3743758,0.893904583
Ethereum,3.Wednesday,18,4732,8,3199,4262,279,7680762.168,1188.604483,169.96,104814.99,0.01
Optimism,3.Wednesday,18,274,1,251,271,25,4623.8446,16.39661206,15.87,535.7846,0.12
Algorand,3.Wednesday,18,67,3,40,65,24,1591.666545,23.75621709,5.88053375,316.644125,0.179356279
Arbitrum,3.Wednesday,18,103,5,96,119,35,39656.39374,319.8096269,4.933878207,28276.06916,0.040281273
Polygon,3.Wednesday,19,294,15,135,1180,45,14188.11668,11.99333616,3.575618333,1397.172864,0.893904583
Algorand,3.Wednesday,19,88,4,40,76,29,2286.301522,25.98069912,11.80631404,261.2314031,0.179356279
Solana,3.Wednesday,19,2255,8,942,2195,276,244654.9566,108.3982971,13.91550909,6504.027902,0.014139191
Avalanche,3.Wednesday,19,74,8,32,90,19,7259.282579,79.77233604,47.88879167,310.63,0.4562125
NEAR,3.Wednesday,19,15,2,12,15,3,36.20271067,2.413514045,0.796553359,24.74719556,0.013333611
Arbitrum,3.Wednesday,19,120,3,108,259,29,12172.99896,46.81922677,2.978917327,10132.56681,0.076891065
Ethereum,3.Wednesday,19,3752,7,2740,3684,294,4512366.998,867.2625404,119.86,85242.75,0.13
BSC,3.Wednesday,19,10,6,9,10,6,5275.2775,439.6064583,279.0908333,837.2725,272.22875
Flow,3.Wednesday,19,2193,9,801,2026,24,34535.24674,15.74794653,4,3000,0.45045027
Optimism,3.Wednesday,19,97,1,83,92,27,1271.14,12.97081633,12.435,54.05,0.12
BSC,3.Wednesday,20,9,5,6,9,6,7718.474167,857.6082407,837.2725,2450.05875,272.22875
Optimism,3.Wednesday,20,136,1,116,130,25,2038.521198,14.15639721,13.035,58.94,0.25
Polygon,3.Wednesday,20,296,16,156,1146,50,9306.033822,8.050202268,3.682724833,503.2682804,0.893904583
Ethereum,3.Wednesday,20,3719,8,2855,3434,296,2326274.602,468.2517315,101.255,89969.58,1.32472E-05
Solana,3.Wednesday,20,2745,8,955,2672,304,294601.7298,107.2058697,5.372637407,5854.797174,0.08265596
Avalanche,3.Wednesday,20,30,3,26,49,16,2779.447163,55.58894326,43.4105425,207.0866667,0.304141667
Flow,3.Wednesday,20,1538,7,634,1363,18,20095.48943,13.06598793,3,750,0.15015009
Algorand,3.Wednesday,20,47,3,30,44,15,913.1957383,19.42969656,10.17784688,101.7784688,0.226174375
NEAR,3.Wednesday,20,18,1,13,18,6,371.677493,20.64874961,0.796553359,221.8714085,0.020958315
Arbitrum,3.Wednesday,20,85,4,81,156,23,40632.82974,258.8078327,3.442304466,24427.12208,0.013239633
Avalanche,3.Wednesday,21,16,7,14,20,11,1406.324004,70.31620021,21.3068125,760.3541667,5.322479167
Algorand,3.Wednesday,21,67,3,44,67,25,2451.871179,36.59509223,6.78523125,568.6023788,0.225940409
Polygon,3.Wednesday,21,284,17,137,962,50,8178.186493,8.474804656,4.603406042,1022.876822,0.893904583
NEAR,3.Wednesday,21,30,2,9,30,5,150.5900752,5.019669175,0.917768001,69.26550948,0.5973461
BSC,3.Wednesday,21,16,5,10,36,6,18607.62417,516.8784491,544.4575,837.2725,272.22875
Optimism,3.Wednesday,21,112,1,101,101,28,1812.678675,14.05177267,13.09,65.448675,0.12
Solana,3.Wednesday,21,2810,8,1109,2677,302,355737.6873,126.5520055,13.63823342,6157.869028,0.014139191
Ethereum,3.Wednesday,21,4205,7,3094,3677,343,2370765.554,382.81375,56.29,83088.21,0.01
Arbitrum,3.Wednesday,21,101,4,94,144,22,9177.459391,62.00986075,5.904876123,3324.545236,0.074410708
Gnosis,3.Wednesday,21,1,1,1,1,1,56.49159441,56.49159441,56.49159441,56.49159441,56.49159441
Flow,3.Wednesday,21,1568,8,607,1391,19,24801.91904,15.81755041,4,700,9.67852E-06
Flow,3.Wednesday,22,1230,8,533,1065,19,22414.7291,18.22335699,4,709,1.04051E-05
NEAR,3.Wednesday,22,22,1,9,22,5,285.9470696,12.99759407,3.974108607,48.48585664,0.019251611
Avalanche,3.Wednesday,22,43,10,28,58,21,8085.143468,137.03633,63.86975,514.7397958,0.129429167
Arbitrum,3.Wednesday,22,81,4,70,89,22,12910.47775,143.4497527,9.069148305,4960.713888,0.013239633
Ethereum,3.Wednesday,22,3523,7,2666,3260,325,2446556.558,463.3629845,53.42,83600.56,0.01
BSC,3.Wednesday,22,2,2,3,2,2,837.2725,279.0908333,279.0908333,279.0908333,279.0908333
Solana,3.Wednesday,22,2364,8,990,2256,270,344521.6498,145.7367385,18.45983109,8224.268031,0.070695955
Optimism,3.Wednesday,22,197,1,170,129,27,2441.29,10.85017778,13.14,49.26,0.25
Algorand,3.Wednesday,22,50,2,35,44,22,1322.8693,26.45738599,5.3972975,335.5550625,0.024607371
Polygon,3.Wednesday,22,302,14,151,1058,49,7371.816087,6.908918544,5.52408725,402.2570625,0.893904583
NEAR,3.Wednesday,23,22,1,14,22,11,372.1633208,16.91651458,3.714362946,140.2626567,0.019532874
Flow,3.Wednesday,23,1208,7,482,1039,19,16675.7968,13.80446755,4.002001201,500,1.05109E-05
Algorand,3.Wednesday,23,43,3,27,42,14,537.2295021,12.49370935,4.476304534,101.7784688,0.022370338
Polygon,3.Wednesday,23,256,12,134,1140,37,7938.589532,6.945397666,5.3634275,64.44768458,0.893904583
Ethereum,3.Wednesday,23,3487,7,2595,3098,297,2411562.543,471.3765722,45.89,164313.58,0.01
BSC,3.Wednesday,23,8,5,7,15,5,8889.734167,592.6489444,837.2725,837.2725,272.22875
Arbitrum,3.Wednesday,23,77,5,69,93,17,22600.85042,240.434579,10.41749917,18602.67708,0.074410708
Optimism,3.Wednesday,23,90,1,67,90,20,1620.37,15.73174757,13.11,78.68,0.02
Avalanche,3.Wednesday,23,16,4,13,21,10,983.4376588,46.83036471,44.85937513,150.1378333,6.8431875
Solana,3.Wednesday,23,2572,8,911,2465,294,301022.1457,116.9926722,19.8443547,8200.730834,0.070695955
Algorand,4.Thursday,0,112,3,43,103,30,2123.525923,18.96005288,7.34210125,369.5044302,0.024353198
Solana,4.Thursday,0,2416,8,753,2035,260,325800.3199,134.8511258,12.85202739,28396.21631,0.001376555
BSC,4.Thursday,0,13,8,11,13,10,5554.233333,427.2487179,281.7008333,1408.504167,263.28125
Gnosis,4.Thursday,0,2,1,2,2,1,38.41606137,19.20803069,19.20803069,19.25653581,19.15952556
Flow,4.Thursday,0,1296,11,493,1130,22,24202.9484,18.67511451,4,2825,0.2002002
Ethereum,4.Thursday,0,2467,8,1862,2879,295,2081707.426,541.1248832,34.81,249383.91,0.01
Avalanche,4.Thursday,0,71,9,40,75,22,5414.92617,69.42213039,22.49837841,1416.188333,0.4255
Optimism,4.Thursday,0,119,1,98,82,21,1851.63,15.43025,12.41,90.96,0.13
Polygon,4.Thursday,0,310,10,189,1067,46,8890.093281,8.269854215,4.618959583,294.6896214,0.891600958
NEAR,4.Thursday,0,9,1,8,9,5,198.5464111,22.06071234,0.907273517,170.431614,0.018951936
Arbitrum,4.Thursday,0,135,5,129,164,29,10366.8715,59.92411273,16.6723495,2493.079346,0.012825871
Arbitrum,4.Thursday,1,151,3,136,164,30,159920.0035,969.2121426,0.64820063,151345.2758,0.012825871
Avalanche,4.Thursday,1,34,7,25,37,15,2149.323308,55.11085404,24.61232083,169.4908333,1.509958333
Ethereum,4.Thursday,1,3101,7,2207,2986,294,1456911.342,329.4688697,47.86,333825.6,4.69E-13
Solana,4.Thursday,1,2779,7,733,2227,266,219078.316,78.83350703,5.659017007,9537.55717,0.067642249
NEAR,4.Thursday,1,21,1,11,21,10,222.6798395,10.60380188,3.024245055,82.32667094,0.168013614
BSC,4.Thursday,1,12,7,11,14,8,6965.894583,497.5638988,289.384375,2106.25,263.28125
Optimism,4.Thursday,1,227,1,192,322,28,3810.802206,10.13511225,2.14,90.14,0.13
Flow,4.Thursday,1,1286,5,475,1117,19,23331.56422,18.14274045,4,1249,1
Algorand,4.Thursday,1,147,3,63,143,43,3309.643002,22.51457824,4.430068094,555.3075912,0.223161708
Gnosis,4.Thursday,1,4,2,4,4,1,22.46619376,5.616548439,1.544197561,19.25653581,0.12126282
Polygon,4.Thursday,1,415,11,211,1390,54,15936.76198,11.23098096,4.52070875,166.7293792,0.891600958
BSC,4.Thursday,2,7,4,7,9,4,8188.86,909.8733333,845.1025,1485.339583,263.28125
Flow,4.Thursday,2,1496,6,550,1329,18,26706.80355,17.85214141,3,1790,0.433690514
Gnosis,4.Thursday,2,12,2,9,12,1,51.20482112,4.267068426,1.555993356,19.25653581,0.12126282
Solana,4.Thursday,2,2402,8,720,2007,254,171060.3281,71.21579022,9.911194953,9456.386471,0.013765549
NEAR,4.Thursday,2,27,1,13,21,7,177.447846,6.572142446,1.027033621,92.40748779,0.019418875
Algorand,4.Thursday,2,308,5,83,304,72,4159.221615,13.50396628,0.602648193,334.5194008,0.154974896
Avalanche,4.Thursday,2,56,11,43,64,27,6046.559885,88.9199983,31.73466667,1913.9575,0.056086667
Optimism,4.Thursday,2,327,1,275,244,28,6267.534082,18.32612305,12.845,227.34,0.12
