Blockchain,Day,Hour,Transfers,Users,Volume,AmountAverage,AmountMedian
BSC,6.Saturday,16,1760,939,8311776.059,3029.072908,38.09025718
Ethereum,6.Saturday,16,4052,2121,953095349.3,179220.6373,999.030367
Gnosis,6.Saturday,16,41,35,57122.59759,793.3694109,42.5319495
Axelar,6.Saturday,16,52,41,183783.796,3534.30377,280.348099
Osmosis,6.Saturday,16,67,34,166589.4756,2486.410084,202.472834
Avalanche,6.Saturday,16,1252,568,2546775.013,1079.141955,29
NEAR,6.Saturday,16,18,6,3095.671118,171.9817288,27.543789
Osmosis,6.Saturday,17,305,56,574467.2608,1795.21019,258.3275325
Solana,6.Saturday,17,16304,2665,6932836.845,243.8649564,3
Axelar,6.Saturday,17,182,76,422353.2268,2222.91172,628.5
Gnosis,6.Saturday,17,81,43,16633.10994,163.0697053,0.999661
Arbitrum,6.Saturday,17,7833,2608,30657140.2,2421.957671,143.913692
Flow,6.Saturday,17,8,7,2287.818268,228.7818268,493.5
Ethereum,6.Saturday,17,3941,2161,316985295.8,59695.91257,763.7254515
Algorand,6.Saturday,17,719,140,76435.61787,103.9940379,8.290588
Polygon,6.Saturday,17,20171,4672,26348116.28,873.9010376,1.05
Avalanche,6.Saturday,17,1520,724,4473730.163,1635.733149,81.815168
Optimism,6.Saturday,17,9982,2287,21315696.54,1101.188022,21.40141
NEAR,6.Saturday,17,49,8,7424.902706,151.5286267,0
BSC,6.Saturday,17,1280,621,10357013.6,5047.277584,61.25377029
Optimism,6.Saturday,18,8297,1951,129006059.9,7703.234008,21
Algorand,6.Saturday,18,755,131,84581.09424,108.576501,11.552937
Osmosis,6.Saturday,18,292,87,5068498.195,14907.34763,202.2614015
Gnosis,6.Saturday,18,33,34,9527.83834,179.7705347,49.980501
Solana,6.Saturday,18,13647,2496,16412041.69,677.9594222,3.000423
NEAR,6.Saturday,18,12,9,940.689934,78.39082783,7.933824
BSC,6.Saturday,18,1203,567,3469659.678,1721.061348,88.08664748
Flow,6.Saturday,18,11,5,962.5826422,80.21522018,89
Arbitrum,6.Saturday,18,6713,2142,23669890.6,2134.922937,128
Ethereum,6.Saturday,18,3821,2254,169656165.6,33259.39337,809.333989
Axelar,6.Saturday,18,189,101,1480824.592,7516.876101,604.193586
Polygon,6.Saturday,18,21251,3752,15440007.71,526.5134771,0.479426
Avalanche,6.Saturday,18,1214,600,5127955.806,2360.937295,53.9472955
Ethereum,6.Saturday,19,3147,1823,491969989.3,114571.4926,600
Axelar,6.Saturday,19,76,48,494104.8264,6334.677262,461.309226
Avalanche,6.Saturday,19,1190,533,3778381.557,1733.997961,56.866346
Osmosis,6.Saturday,19,117,56,660834.2941,5553.229362,201.295019
Optimism,6.Saturday,19,7555,1774,142812665.6,8710.213806,21
Algorand,6.Saturday,19,299,113,21876.73164,68.15181197,10
BSC,6.Saturday,19,945,515,2463754.024,1504.123336,44.60710862
Polygon,6.Saturday,19,19599,3234,17784003.92,658.0331503,0.28
NEAR,6.Saturday,19,8,2,141.302144,17.662768,15.4424325
Gnosis,6.Saturday,19,46,33,8840.624839,119.4679032,12.318969
Solana,6.Saturday,19,13235,2343,5618375.444,230.5069108,2.4107605
Arbitrum,6.Saturday,19,5639,1650,28581743.79,3079.597435,179.974552
Algorand,6.Saturday,20,666,132,358724.6715,519.8908282,12.101601
Solana,6.Saturday,20,17956,2474,5794483.634,190.2887798,2.6249
BSC,6.Saturday,20,919,461,3879451.984,2366.962772,25.06608772
Osmosis,6.Saturday,20,106,36,864778.7716,7933.750198,201.024496
Ethereum,6.Saturday,20,3368,2062,378190969.7,85952.49312,617.4898475
Flow,6.Saturday,20,9,7,1182.138943,118.2138943,286
Polygon,6.Saturday,20,14103,2887,20259900,964.7112043,1.206841
Avalanche,6.Saturday,20,1181,449,1958852.701,974.0689712,50.751712
Optimism,6.Saturday,20,6238,1535,151977405.8,11021.64086,21
Gnosis,6.Saturday,20,73,25,12881.66799,121.5251697,0.9664975
Axelar,6.Saturday,20,60,38,628310.9141,10300.17892,1000
Arbitrum,6.Saturday,20,4841,1415,19705741.04,2451.2677,250
NEAR,6.Saturday,20,12,4,2635.474218,219.6228515,34.5626475
Gnosis,6.Saturday,21,22,25,1381.156403,36.34622113,2.8739705
Avalanche,6.Saturday,21,1386,478,3250611.799,1373.30452,100
Axelar,6.Saturday,21,20,19,27729.04496,1386.452248,440.389476
Flow,6.Saturday,21,9,8,3261.440102,203.8400064,316.5
Ethereum,6.Saturday,21,3304,1777,650601518.7,142581.9677,597.83
BSC,6.Saturday,21,1060,512,1140169.966,632.3738025,37.28790081
NEAR,6.Saturday,21,8,6,5015.535186,626.9418983,9.727312
Polygon,6.Saturday,21,14814,3501,23227295.64,1054.013506,1.71511
Algorand,6.Saturday,21,502,113,88464.07092,161.7259066,17.399582
Solana,6.Saturday,21,15870,2541,7034534.252,269.5636976,2.1369425
Arbitrum,6.Saturday,21,4919,1452,30850426.39,3748.532975,130.1228685
Osmosis,6.Saturday,21,80,25,76540.14394,956.7517993,166.7295915
Optimism,6.Saturday,21,6479,1640,167205499.8,11134.41432,21.26
Axelar,6.Saturday,22,37,22,24740.8661,668.6720568,481.158649
Osmosis,6.Saturday,22,102,26,292106.0374,2808.711898,522.9
Polygon,6.Saturday,22,14588,2873,22822220.9,1029.558393,3.376448
Algorand,6.Saturday,22,508,101,359099.2722,649.3657726,40.070155
Ethereum,6.Saturday,22,3863,1978,600831346.6,112221.021,800
Flow,6.Saturday,22,15,9,4930.808244,205.4503435,37
Arbitrum,6.Saturday,22,4841,1328,21445049.07,2790.507361,126
Solana,6.Saturday,22,22475,2338,7210707.766,187.2813819,1.4645615
Gnosis,6.Saturday,22,93,57,16913.53975,129.1109904,0.991388
Optimism,6.Saturday,22,6487,1436,152958521.1,9164.131634,22
BSC,6.Saturday,22,987,473,2625650.337,1481.743983,37.739208
NEAR,6.Saturday,22,16,13,2753.797119,172.1123199,0.1683595
Avalanche,6.Saturday,22,1177,447,4656077.957,2072.130822,121.01189
Optimism,6.Saturday,23,5372,1320,151188875.2,11265.93705,21.577449
Osmosis,6.Saturday,23,50,26,42930.96952,858.6193904,234.3548345
Algorand,6.Saturday,23,1416,112,117833.1676,82.34323386,0.033333
Solana,6.Saturday,23,14909,2173,7012157.4,293.1749059,3.0006705
Gnosis,6.Saturday,23,53,38,27741.0008,390.7183211,0.957476
Ethereum,6.Saturday,23,3216,1829,456896135.2,106976.3838,944.5
Avalanche,6.Saturday,23,761,378,2539145.861,1849.341487,94.487668
Axelar,6.Saturday,23,44,27,38507.59846,875.1726922,520.4874905
Arbitrum,6.Saturday,23,4727,1165,12009112.09,1559.017538,105.560326
BSC,6.Saturday,23,847,435,3962754.799,2600.232808,30.83376259
Flow,6.Saturday,23,7,6,876.6145186,79.69222896,12
Polygon,6.Saturday,23,13602,2849,17331011.72,883.198885,0.955907
NEAR,6.Saturday,23,34,18,9705.898157,285.4675929,12.707206
Axelar,7.Sunday,0,20,19,56117.26054,2805.863027,612.3914835
BSC,7.Sunday,0,948,409,3323257.627,1909.918176,27.054016
Algorand,7.Sunday,0,294,111,292868.9576,938.6825563,11.472878
NEAR,7.Sunday,0,14,8,365.070003,26.07642879,7.6414765
Ethereum,7.Sunday,0,3041,1658,614641626.1,133734.0353,420.69
Gnosis,7.Sunday,0,56,19,2949.790221,32.7754469,2.3892415
Osmosis,7.Sunday,0,51,26,144185.9249,2827.174998,150.199767
Solana,7.Sunday,0,18965,2064,9619719.609,308.2156806,2.208804
Avalanche,7.Sunday,0,839,360,12634926.35,7680.806289,127.951505
Arbitrum,7.Sunday,0,3638,1138,11253576.82,1992.488814,105
Optimism,7.Sunday,0,4689,1141,157496595.3,13399.40406,21.7771025
Polygon,7.Sunday,0,15421,4612,17091014.47,772.5799871,0.25
Flow,7.Sunday,0,21,12,5415.795542,186.7515704,298
Osmosis,7.Sunday,1,35,17,33664.58954,961.8454155,103.64146
Arbitrum,7.Sunday,1,3610,1190,20693753.64,3604.55559,101
Flow,7.Sunday,1,22,7,5343.047414,190.8231219,457.5
Algorand,7.Sunday,1,619,103,78989.99006,124.7867142,0.5
NEAR,7.Sunday,1,13,8,902.752594,69.44250723,0
Optimism,7.Sunday,1,5335,1213,158631822,12735.37428,21
Solana,7.Sunday,1,14522,1861,6063957.808,250.6492708,2
Polygon,7.Sunday,1,13655,2209,20425161.22,1045.942299,0.343025
Gnosis,7.Sunday,1,20,16,3105.113755,72.21194779,0.1
BSC,7.Sunday,1,803,402,2441512.485,1664.289356,30.58310131
Axelar,7.Sunday,1,20,14,24657.65348,1232.882674,1000
Avalanche,7.Sunday,1,759,344,5302505.211,3896.036158,104.255098
Ethereum,7.Sunday,1,2733,1434,717597543.2,189790.4108,617.448661
NEAR,7.Sunday,2,8,7,33.794167,4.224270875,0
Gnosis,7.Sunday,2,13,17,1445.366332,62.84201444,2.257439
Arbitrum,7.Sunday,2,3483,1318,18972228.12,3607.573327,109.970321
Flow,7.Sunday,2,5,5,548.5456231,109.7091246,485
Solana,7.Sunday,2,12525,1735,4586677.53,225.7889894,2.4178505
Osmosis,7.Sunday,2,39,16,33270.33981,853.085636,114.130153
Avalanche,7.Sunday,2,668,327,2205386.724,1868.9718,35.1595
Ethereum,7.Sunday,2,2499,1393,426603129.4,125397.7453,542.182589
Optimism,7.Sunday,2,7248,1613,128649643.8,9122.794198,21
Polygon,7.Sunday,2,13253,2282,19489994.93,1040.465243,0.4245085
Algorand,7.Sunday,2,801,115,127780.7866,153.2143724,0.75
Axelar,7.Sunday,2,13,10,11366.64446,874.3572663,100
BSC,7.Sunday,2,836,384,2030661.304,1424.02616,26.93361762
Osmosis,7.Sunday,3,31,16,21386.09672,648.0635371,47.782522
Axelar,7.Sunday,3,16,12,14985.77644,936.6110276,280.922132
NEAR,7.Sunday,3,13,6,137.579083,10.58300639,4.93577
Ethereum,7.Sunday,3,2337,1342,540765401.5,175288.6228,571.868477
Solana,7.Sunday,3,10801,1781,5422879.24,309.9319449,2.976863
Flow,7.Sunday,3,7,4,1822.28406,202.4760066,50
Algorand,7.Sunday,3,447,107,27927.83964,59.54763248,0.75
BSC,7.Sunday,3,780,426,1457723.537,1115.320227,28.32272632
Gnosis,7.Sunday,3,16,19,376.200916,10.16759232,0.1
Optimism,7.Sunday,3,7750,1911,166981122.4,11495.32716,21
Polygon,7.Sunday,3,16793,2820,17973621.58,807.7669127,0.15
Arbitrum,7.Sunday,3,4101,1421,13475602.34,2059.230187,104.179006
Avalanche,7.Sunday,3,694,370,1469256.26,1206.285928,49.802302
Solana,7.Sunday,4,11834,1649,5593779.999,275.6099724,2.756145
BSC,7.Sunday,4,795,421,3367554.956,2630.902309,33.32267254
NEAR,7.Sunday,4,1,1,35.474106,35.474106,35.474106
Flow,7.Sunday,4,12,5,1457.428176,112.1098597,50
Algorand,7.Sunday,4,247,102,64251.65793,248.0758994,1.824187
Ethereum,7.Sunday,4,2336,1416,624906471.8,206922.6728,792.9217875
Optimism,7.Sunday,4,7873,1898,158734431.9,10366.66875,21.5407475
Polygon,7.Sunday,4,17163,2777,12958683.02,542.7947986,0.2001215
Avalanche,7.Sunday,4,776,398,2905506.084,2116.173404,35
Arbitrum,7.Sunday,4,4608,1477,10459192.74,1460.373184,109.436069
Gnosis,7.Sunday,4,8,6,24.179648,2.4179648,2.814783
Osmosis,7.Sunday,4,40,25,120782.2703,3019.556756,424.7739265
Axelar,7.Sunday,4,26,23,43718.5319,1681.481996,460.274858
Ethereum,7.Sunday,5,2302,1575,511370225.1,144659.1867,511.078992
Arbitrum,7.Sunday,5,4515,1515,12452551.44,1745.521649,101
Axelar,7.Sunday,5,39,24,109707.4019,2813.010306,500.964662
Polygon,7.Sunday,5,18267,3238,21113172.73,827.1566201,0.25
Avalanche,7.Sunday,5,662,388,2348928.54,2047.888875,48.999027
Algorand,7.Sunday,5,260,99,157179.2342,559.3567054,7.292882
NEAR,7.Sunday,5,6,1,159.571278,26.595213,27.985062
BSC,7.Sunday,5,772,396,2099526.977,1566.811177,30
Gnosis,7.Sunday,5,151,26,966.13202,3.992281074,2.193159
Flow,7.Sunday,5,6,5,1591.634322,198.9542902,299
Osmosis,7.Sunday,5,77,24,167933.0316,2152.987585,264.8824855
Optimism,7.Sunday,5,10047,2232,185416334,9925.396608,21.6
Solana,7.Sunday,5,11219,1768,5534473.349,266.7344618,2.684477
Algorand,7.Sunday,6,196,68,181833.6484,841.8224464,9.925
BSC,7.Sunday,6,859,474,1732850.999,1156.004669,30
Gnosis,7.Sunday,6,20,17,635.24751,20.49185516,2.986914
Avalanche,7.Sunday,6,680,369,8149646.918,6836.952113,63.875
NEAR,7.Sunday,6,17,4,466.575515,27.44561853,29.17576
Flow,7.Sunday,6,6,5,2403.211051,240.3211051,314
Solana,7.Sunday,6,13442,1929,7542353.681,306.5748183,2.8496
Axelar,7.Sunday,6,29,20,148604.6945,5124.299811,952.504137
Polygon,7.Sunday,6,14639,3300,18364395.07,866.8583939,0.891112
Osmosis,7.Sunday,6,64,29,332516.105,5195.564141,557.6
Optimism,7.Sunday,6,10979,2509,180877639.6,9219.513715,21.998266
Arbitrum,7.Sunday,6,4674,1607,11090841.23,1557.046361,102
Ethereum,7.Sunday,6,2187,1197,442126188.7,150383.0574,509.6632
Solana,7.Sunday,7,11103,2171,3855330.034,181.1630108,1.89879
Ethereum,7.Sunday,7,2203,1304,246057613,82046.55319,655.274891
Flow,7.Sunday,7,12,7,1496.073753,124.6728128,28
NEAR,7.Sunday,7,19,4,302.845796,15.93925242,18.346617
Gnosis,7.Sunday,7,20,23,2688.643494,76.81838554,20.7568
Osmosis,7.Sunday,7,87,29,523285.511,6156.300129,226.982916
Optimism,7.Sunday,7,11990,2595,175815727.4,8487.363138,22
Algorand,7.Sunday,7,1187,105,8825.699066,7.416553837,0.033333
Arbitrum,7.Sunday,7,5536,1910,26184699.08,3024.335768,109.488922
Axelar,7.Sunday,7,36,25,305419.2492,8483.868032,1000
Avalanche,7.Sunday,7,809,396,2563489.332,1842.911094,93.04129
Polygon,7.Sunday,7,15149,3157,20191871.08,939.8124776,0.999587
BSC,7.Sunday,7,1058,577,3987268.863,2287.589709,27.10989992
Optimism,7.Sunday,8,13216,2935,174026249.5,7297.310027,21.5
Avalanche,7.Sunday,8,865,432,6441638.95,4394.02384,50.3199
Ethereum,7.Sunday,8,2573,1469,241792699.7,67408.05679,600
Algorand,7.Sunday,8,198,74,38094.78391,176.3647403,17.707044
Arbitrum,7.Sunday,8,6477,1881,21437575.62,2065.476021,150.821848
Solana,7.Sunday,8,11156,2287,5558292.351,259.5634796,2.313663
Flow,7.Sunday,8,7,7,12065.08518,1508.135647,173.5
Axelar,7.Sunday,8,24,15,46414.81391,1933.95058,1862.028701
Gnosis,7.Sunday,8,58,39,88318.72547,901.2114844,3.0187245
Osmosis,7.Sunday,8,86,26,82620.04333,960.6981782,300.3
BSC,7.Sunday,8,1213,547,8898073.668,4537.518444,27.84909369
NEAR,7.Sunday,8,18,6,519.99292,28.88849556,21.8929605
Polygon,7.Sunday,8,16349,3488,27237839.16,1116.899953,2
Axelar,7.Sunday,9,30,27,51782.56055,1670.405179,500
BSC,7.Sunday,9,1027,505,2525954.286,1387.124814,26.83259878
Avalanche,7.Sunday,9,849,443,2701693.402,1829.176305,69.814526
Ethereum,7.Sunday,9,2487,1461,929939895.6,286664.5794,526
NEAR,7.Sunday,9,20,9,790.071787,39.50358935,6.5682325
Arbitrum,7.Sunday,9,7041,2409,24336710.62,1971.54169,85.654056
Osmosis,7.Sunday,9,79,39,130689.2476,1633.615594,123.4243845
Optimism,7.Sunday,9,13242,3100,160000312.3,6970.172612,21.958195
Solana,7.Sunday,9,11697,2400,5301317.49,240.6736046,1.560892
Polygon,7.Sunday,9,15390,3132,19872050.4,771.0414154,0.42
Gnosis,7.Sunday,9,39,34,40636.80497,564.400069,109.962051
Flow,7.Sunday,9,19,6,8896.428237,342.1703168,266.5
Algorand,7.Sunday,9,224,84,65790.11639,274.125485,44.021648
Ethereum,7.Sunday,10,2604,1499,447365113.9,127563.477,581.637717
BSC,7.Sunday,10,1100,525,10511351.4,5985.963212,51.08024963
Flow,7.Sunday,10,6,6,2630.11863,328.7648287,323
Axelar,7.Sunday,10,15,14,86778.2039,5423.637744,313.67711
Arbitrum,7.Sunday,10,6316,2072,16620534.75,1640.400192,101.683379
NEAR,7.Sunday,10,35,7,1036.772336,29.62206674,0
Algorand,7.Sunday,10,309,133,38818.23676,121.3069899,3.6518685
Polygon,7.Sunday,10,15426,3256,24361972.2,937.6841615,0.525
Solana,7.Sunday,10,11869,2545,5156413.005,262.1060847,2.362655
Optimism,7.Sunday,10,12550,3042,149963953.3,6671.29113,22
Osmosis,7.Sunday,10,67,27,114007.5663,1676.581858,172.9455895
Gnosis,7.Sunday,10,22,25,20557.0817,540.9758342,44.047564
Avalanche,7.Sunday,10,846,406,2283485.263,1606.956554,32.737629
NEAR,7.Sunday,11,11,4,493.391301,44.85375464,28.225563
Flow,7.Sunday,11,16,11,4171.503656,208.5751828,26
Avalanche,7.Sunday,11,871,411,2196860.228,1437.735751,86.2
Osmosis,7.Sunday,11,70,25,501811.6038,7168.737197,1169.376169
Ethereum,7.Sunday,11,2784,1585,703225980.4,184719.1963,552.616259
Algorand,7.Sunday,11,382,148,180419.0903,446.5819068,5.2192575
BSC,7.Sunday,11,1409,624,6463437.857,2800.449678,39.87284014
Polygon,7.Sunday,11,16916,3684,32276452.3,1344.908217,1
Gnosis,7.Sunday,11,39,37,19749.24041,299.2309153,29.299191
Arbitrum,7.Sunday,11,7403,2222,29334454.5,2382.01011,102.905561
Solana,7.Sunday,11,12161,2609,5041166.535,239.0311301,2.144101
Optimism,7.Sunday,11,12835,2943,170208654,6743.340359,21.955999
Axelar,7.Sunday,11,22,16,70035.0937,3183.41335,199.934888
Polygon,7.Sunday,12,18522,4106,53657973.98,1907.093189,2.569134
Solana,7.Sunday,12,11439,2672,5525369.023,294.9380283,3
Flow,7.Sunday,12,44,7,24026.72961,324.6855353,309.5
NEAR,7.Sunday,12,15,10,573.642912,38.2428608,17.48758
Algorand,7.Sunday,12,421,147,167769.5209,379.5690519,7.657804
Arbitrum,7.Sunday,12,7089,2201,26903769.38,2344.963774,124.864272
Avalanche,7.Sunday,12,985,492,1348220.678,800.6061035,44.7701585
Optimism,7.Sunday,12,13506,3053,160816107,6764.938036,21.9912005
Axelar,7.Sunday,12,12,12,7151.175976,595.9313313,299.6290355
Ethereum,7.Sunday,12,2850,1628,535049187.3,139118.3534,614.1
Gnosis,7.Sunday,12,23,26,6502.090533,138.3423518,90
Osmosis,7.Sunday,12,50,29,109840.0899,2196.801799,347.777367
BSC,7.Sunday,12,1411,640,3062749.043,1311.669826,39.23424105
BSC,7.Sunday,13,1416,705,4517519.921,1907.736453,40
Gnosis,7.Sunday,13,21,24,3690.380063,108.5405901,23.491228
Arbitrum,7.Sunday,13,8871,2399,37343851.94,2481.483949,302.585266
Solana,7.Sunday,13,12582,2977,6134768.549,302.6974169,3.002621
Osmosis,7.Sunday,13,74,26,34943.62698,465.9150265,145.421781
Optimism,7.Sunday,13,14277,2874,208922502.5,8209.458232,22
Polygon,7.Sunday,13,20011,4292,23248906.91,796.2499797,2.94
Algorand,7.Sunday,13,239,104,81860.01708,319.7656917,6.9337715
Flow,7.Sunday,13,9,9,2573.291026,233.9355478,34
NEAR,7.Sunday,13,15,11,100.822833,6.7215222,0
Ethereum,7.Sunday,13,3354,1898,238815794.3,52086.32373,631.742977
Avalanche,7.Sunday,13,1165,520,4830062.083,2435.734787,67.138345
Axelar,7.Sunday,13,26,21,22693.21323,872.8158935,196.4018045
Flow,7.Sunday,14,9,4,7656.411584,478.525724,321.5
Axelar,7.Sunday,14,54,38,290793.8832,5385.071911,409.1188435
Gnosis,7.Sunday,14,53,39,74361.50856,799.5861135,5.006131
Arbitrum,7.Sunday,14,7994,2266,33741206.25,2481.883505,300
Polygon,7.Sunday,14,21049,4628,29263092.36,913.5865993,2
Avalanche,7.Sunday,14,1073,527,4123178.883,2094.047173,68.201534
NEAR,7.Sunday,14,26,9,7144.596897,274.7921883,32.828733
Algorand,7.Sunday,14,459,146,453632.5052,852.6926789,48.300006
Solana,7.Sunday,14,15891,3091,13870498.4,510.3575832,4.4182905
Ethereum,7.Sunday,14,2973,1654,750537061.3,168622.1212,616.298323
BSC,7.Sunday,14,1656,754,6432950.551,2524.705868,50.001029
Osmosis,7.Sunday,14,101,30,531872.667,5214.437912,186.254826
Optimism,7.Sunday,14,11661,2530,232345162.9,9993.77018,24.952495
Polygon,7.Sunday,15,19911,3905,54135619.52,1750.432293,3.65
Solana,7.Sunday,15,17936,2972,7237827.184,231.5511928,2.3675545
Flow,7.Sunday,15,29,10,11600.33345,252.1811619,311
Avalanche,7.Sunday,15,887,435,3438599.359,2369.81348,53.745416
Optimism,7.Sunday,15,11281,2615,201233754.4,9481.424541,26
Algorand,7.Sunday,15,1905,154,279103.3466,144.0161747,0.033333
BSC,7.Sunday,15,1377,654,4281266.225,1867.917201,35.61006582
Axelar,7.Sunday,15,42,34,97101.13073,2311.931684,1431.769937
NEAR,7.Sunday,15,10,4,957.813659,95.7813659,23.4235415
Arbitrum,7.Sunday,15,8847,2479,47753952.21,3101.308755,262.42938
Ethereum,7.Sunday,15,3675,2002,984610792,124147.1179,343.629647
Osmosis,7.Sunday,15,89,33,480918.9742,5464.988343,399.817521
Gnosis,7.Sunday,15,52,39,9181.299914,91.81299914,8.539799
Avalanche,7.Sunday,16,1011,466,11170523,6254.492159,46.686969
Gnosis,7.Sunday,16,66,53,12798.70326,112.2693268,10.145984
Arbitrum,7.Sunday,16,8446,2292,35835311.43,2524.146751,206.99
BSC,7.Sunday,16,1334,634,6487672.055,2926.329299,42.5
Axelar,7.Sunday,16,27,21,73424.07676,2719.41025,369.251423
Polygon,7.Sunday,16,20139,4051,49018477.75,1532.881286,5.5
Solana,7.Sunday,16,15060,2800,5478447.146,198.6384027,3.001176
NEAR,7.Sunday,16,34,3,214.402497,6.305955794,0
Optimism,7.Sunday,16,10843,2296,191196397.3,9176.692937,24.817951
Flow,7.Sunday,16,21,13,7021.973504,280.8789401,311
Ethereum,7.Sunday,16,3656,2039,997262090.2,199932.2554,901.9902105
Algorand,7.Sunday,16,314,123,647241.8703,1903.65256,20.3383665
Osmosis,7.Sunday,16,38,21,26708.756,702.8619999,150.3497335
Avalanche,7.Sunday,17,979,479,1432839.928,788.5745339,45.962003
Solana,7.Sunday,17,15731,2630,5063429.525,176.5245267,2.1
Flow,7.Sunday,17,18,12,2402.671345,120.1335673,220
Gnosis,7.Sunday,17,38,37,967275.874,14018.49093,20.000909
Osmosis,7.Sunday,17,73,25,182343.6981,2497.858878,166.187425
Arbitrum,7.Sunday,17,7794,2168,34425459.84,2630.709143,116.5301415
NEAR,7.Sunday,17,9,1,253.716639,28.19073767,28.192368
Ethereum,7.Sunday,17,3919,2096,556776930.3,101675.8456,500.0668335
BSC,7.Sunday,17,1256,566,16235696.29,7618.815717,30.1388
Algorand,7.Sunday,17,310,107,85407.00827,255.7096056,14.048565
Optimism,7.Sunday,17,10826,2315,189070855.3,9230.623215,24.992499
Polygon,7.Sunday,17,19037,3588,35992378.65,1220.121992,2.999397
Axelar,7.Sunday,17,50,37,170340.6668,3340.013074,185.486024
Osmosis,7.Sunday,18,72,35,234675.5045,3259.382006,156.3558975
Axelar,7.Sunday,18,51,38,245328.0217,4810.353366,300.368326
Algorand,7.Sunday,18,951,134,257900.8814,258.6769121,1.5
Arbitrum,7.Sunday,18,7495,1973,32800349.39,2603.82229,208.768308
Flow,7.Sunday,18,13,9,1871.329638,116.9581024,302
Ethereum,7.Sunday,18,3974,2104,521787964.6,97348.50087,1000
Solana,7.Sunday,18,17811,2614,6882449.739,216.1709196,2.500236
Optimism,7.Sunday,18,9576,2081,200742637,9620.561534,25.1626565
Gnosis,7.Sunday,18,40,38,28940.65919,413.4379885,16.737861
BSC,7.Sunday,18,1302,643,26655670.81,12723.47056,49.4944836
NEAR,7.Sunday,18,12,4,245.727345,20.47727875,23.374265
Avalanche,7.Sunday,18,1079,446,4488932.652,2262.566861,54.6521255
Polygon,7.Sunday,18,20913,3569,33935161.62,1020.207486,5.387644
BSC,7.Sunday,19,1222,582,3744065.991,1944.969346,62.54611142
Ethereum,7.Sunday,19,4153,2142,595464507,104890.7005,999.680487
NEAR,7.Sunday,19,16,7,775.02654,48.43915875,29.1474355
Avalanche,7.Sunday,19,1084,452,3847388.592,1946.074149,50.94992
Osmosis,7.Sunday,19,91,45,179426.742,1971.722439,160.28723
Gnosis,7.Sunday,19,33,27,168095.9337,1334.094712,20.001129
Solana,7.Sunday,19,22731,2569,5265050.645,125.5766128,0.500334
Polygon,7.Sunday,19,23392,3787,35766621.88,991.3967869,3.853903
Arbitrum,7.Sunday,19,6923,1785,26089126.73,2219.784458,200
Optimism,7.Sunday,19,9539,1814,186278163,8956.542122,33
Algorand,7.Sunday,19,888,124,378678.6035,415.6735494,1.5
Axelar,7.Sunday,19,37,34,131504.1694,3371.901778,807.89301
Flow,7.Sunday,19,11,8,3884.343717,242.7714823,167.5
Algorand,7.Sunday,20,1177,158,293691.2866,242.3195434,1.5
Avalanche,7.Sunday,20,1045,438,3875013.774,1841.736585,52.615967
Optimism,7.Sunday,20,7581,1590,203606929.6,11328.48882,31.031
Polygon,7.Sunday,20,21419,3097,31862844.25,1001.818716,2.739831
BSC,7.Sunday,20,1199,587,2551070.086,1359.845462,55.38492534
Osmosis,7.Sunday,20,106,41,177491.8225,1674.451155,96.837384
Arbitrum,7.Sunday,20,5666,1577,22412087.18,2380.465978,163.043009
Axelar,7.Sunday,20,56,37,141340.565,2479.659035,174.920087
Gnosis,7.Sunday,20,34,19,114531.6039,2009.326385,69.451526
Flow,7.Sunday,20,7,5,3753.594038,341.2358216,321
Ethereum,7.Sunday,20,4071,2110,884184012.5,161435.8248,830.081878
NEAR,7.Sunday,20,17,9,1848.048154,108.7087149,20.659898
Solana,7.Sunday,20,22998,2496,7678885.814,188.781734,3
Algorand,7.Sunday,21,1378,117,82375.00552,59.1774465,1.4308815
BSC,7.Sunday,21,1044,496,3253090.187,1839.983138,40.59726652
Arbitrum,7.Sunday,21,4024,1433,6800086.286,1084.197431,20.4221115
Gnosis,7.Sunday,21,43,38,14256.94886,233.7204731,34.879835
NEAR,7.Sunday,21,16,7,584.277613,36.51735081,26.1331055
Optimism,7.Sunday,21,5494,1514,183661544.1,15571.13557,21.043109
Avalanche,7.Sunday,21,974,383,2859735.346,1731.074665,52.2413365
Ethereum,7.Sunday,21,3618,2113,1213771439,248418.2232,500
Solana,7.Sunday,21,14515,2240,21093633.13,780.2053976,3.004506
Flow,7.Sunday,21,9,8,11955.17047,1086.833679,320
Osmosis,7.Sunday,21,79,37,280745.6733,3599.303504,142.3140435
Polygon,7.Sunday,21,15153,2546,14333185.16,672.351307,0.4862155
Axelar,7.Sunday,21,33,28,81704.37959,2403.069988,194.2229175
Axelar,7.Sunday,22,47,31,32473.64749,690.9286699,144.941482
Arbitrum,7.Sunday,22,3621,1352,14686690.89,2743.124933,63.772313
Osmosis,7.Sunday,22,97,31,186644.5007,1924.17011,166.763332
Solana,7.Sunday,22,16805,2078,6945768.728,228.8028701,4.506761
Avalanche,7.Sunday,22,1007,425,5017420.822,2857.301152,58.6319635
Algorand,7.Sunday,22,1783,131,455140.7612,246.8225386,1.957994
Ethereum,7.Sunday,22,3769,2130,673504131.9,137815.4557,600
BSC,7.Sunday,22,975,476,2610986.807,1486.048268,30.64176262
NEAR,7.Sunday,22,14,7,209.874933,14.99106664,0
Flow,7.Sunday,22,37,13,24492.9464,462.1310642,316
