Blockchain,Day,Hour,Transfers,Users,Volume,AmountAverage,AmountMedian
Axelar,2.Tuesday,6,42,30,46808.9478,1114.498757,390.160168
Avalanche,2.Tuesday,6,1354,472,133356985.1,63023.14988,216.858958
Algorand,2.Tuesday,6,331,124,3124936.011,8680.377808,9.69505
Polygon,2.Tuesday,6,16655,3016,24188279.94,1046.703879,1.742377
Optimism,2.Tuesday,7,16170,3272,187287127.4,6037.041145,21.3
Osmosis,2.Tuesday,7,63,35,72839.82229,1174.835843,189.971636
Gnosis,2.Tuesday,7,81,61,28635.65136,230.9326723,9.444778
NEAR,2.Tuesday,7,19,6,4535.659375,238.7189145,0
Polygon,2.Tuesday,7,19805,3983,47192161.81,1437.120464,1.794819
Solana,2.Tuesday,7,46784,2334,48037620.87,545.4110186,0.500317
Algorand,2.Tuesday,7,2282,194,4105722.026,1728.725064,0.967394
BSC,2.Tuesday,7,2761,1121,75752975.31,17584.25611,135.8837092
Axelar,2.Tuesday,7,40,29,463044.9587,11576.12397,35.41057
Flow,2.Tuesday,7,50,16,36305.10543,497.3302113,352
Avalanche,2.Tuesday,7,1824,595,93493765.73,30835.67471,214.8050375
Arbitrum,2.Tuesday,7,6054,2007,21521825.27,2406.017358,72.195118
Ethereum,2.Tuesday,7,4392,2203,1180125519,203119.7107,1523.204415
Optimism,2.Tuesday,8,19005,3822,207252233.7,6764.106843,22.0022
Axelar,2.Tuesday,8,44,32,32379.98853,735.9088303,54.795365
BSC,2.Tuesday,8,2302,982,79412788.18,20975.37987,101.9961313
Polygon,2.Tuesday,8,16830,3526,19788773.68,774.3298513,1.05
Solana,2.Tuesday,8,20041,2443,32681856.7,961.9950166,2
Osmosis,2.Tuesday,8,69,31,120641.6092,1748.429119,154.384309
Algorand,2.Tuesday,8,508,101,1906913.183,3702.744044,1.001001
Avalanche,2.Tuesday,8,1130,494,29678423.4,16396.919,99.876501
Gnosis,2.Tuesday,8,166,66,120816.7385,499.242721,2.462034
Arbitrum,2.Tuesday,8,5827,2216,17505075.27,1810.807414,50
NEAR,2.Tuesday,8,17,9,5452.2626,320.7213294,34.289929
Flow,2.Tuesday,8,16,9,4431.790319,211.0376343,361
Ethereum,2.Tuesday,8,4190,2272,955049200.6,177716.6358,1363.305715
Arbitrum,2.Tuesday,9,5409,1949,12206387.81,1466.23277,30.461885
Osmosis,2.Tuesday,9,46,30,246581.2905,5246.410436,201.530486
BSC,2.Tuesday,9,2247,1014,51188253.99,14330.41825,108.9254187
Polygon,2.Tuesday,9,16319,3294,33487806.01,1450.379229,3.315147
Algorand,2.Tuesday,9,550,119,3917157.132,6561.402232,16.361727
Gnosis,2.Tuesday,9,250,94,85454.25369,258.1699507,2.330995
Axelar,2.Tuesday,9,42,33,99935.61015,2379.419289,71.156734
Optimism,2.Tuesday,9,16489,3524,209709567.6,7254.880219,22
Ethereum,2.Tuesday,9,4472,2445,1182270955,201994.0126,1500
NEAR,2.Tuesday,9,10,3,1735.095182,173.5095182,35.594797
Solana,2.Tuesday,9,33027,2567,63085482.28,1076.635929,1.083901
Flow,2.Tuesday,9,11,7,7076.426803,353.8213401,361.5
Avalanche,2.Tuesday,9,1358,558,180054724.6,80887.11799,141.6781815
Ethereum,2.Tuesday,10,5101,2606,1398843971,213923.2255,1343.51
Arbitrum,2.Tuesday,10,6532,2334,17333580.36,1808.406923,70.163762
Solana,2.Tuesday,10,24597,2763,35073682.72,836.9608819,2
BSC,2.Tuesday,10,2166,924,50790924.04,13653.47421,100
NEAR,2.Tuesday,10,11,4,2715.586225,246.871475,24.914469
Avalanche,2.Tuesday,10,1289,520,42063853.64,19146.04171,103.063016
Polygon,2.Tuesday,10,17417,3607,34645229.47,1385.920052,3.6037855
Axelar,2.Tuesday,10,62,51,36766.4074,583.5937682,154.402469
Optimism,2.Tuesday,10,14958,2964,158720532.1,5497.957395,22
Gnosis,2.Tuesday,10,187,87,187426.972,768.1433278,2.4210155
Flow,2.Tuesday,10,23,13,9481.399038,270.8971154,366
Algorand,2.Tuesday,10,875,124,5172030.01,5759.498898,8.7435195
Osmosis,2.Tuesday,10,106,48,167872.4513,1583.702371,201.626932
NEAR,2.Tuesday,11,20,9,1363.490277,68.17451385,23.9895
Gnosis,2.Tuesday,11,66,58,12092.45388,137.4142486,34.007935
Polygon,2.Tuesday,11,18106,3768,22499071.21,914.8939171,2
Arbitrum,2.Tuesday,11,5930,2290,10659684.96,1218.946251,57.176754
Axelar,2.Tuesday,11,31,29,13769.99357,444.1933409,23.42815
Optimism,2.Tuesday,11,18150,3205,163097446.7,5285.076043,22
Osmosis,2.Tuesday,11,63,32,33642.2301,534.0036524,148.295451
Ethereum,2.Tuesday,11,4606,2359,1174466617,197854.8883,1158.641443
Solana,2.Tuesday,11,26448,2731,55471840.43,1175.051695,1
BSC,2.Tuesday,11,2047,960,38908353.2,11183.77499,100
Algorand,2.Tuesday,11,404,111,1717809.834,3958.087174,17.553871
Avalanche,2.Tuesday,11,1555,555,39488967.19,15054.88646,253.951582
Flow,2.Tuesday,11,7,5,3335.918783,208.4949239,368.5
Axelar,2.Tuesday,12,34,30,45542.05633,1339.472245,50
Algorand,2.Tuesday,12,903,173,951461.059,1006.8371,15.335095
Polygon,2.Tuesday,12,18182,3962,31473538.91,1202.197819,1
Arbitrum,2.Tuesday,12,6558,2540,15224390.68,1583.235304,42
Osmosis,2.Tuesday,12,43,27,32916.25796,765.4943712,100
Gnosis,2.Tuesday,12,56,47,21594.78906,284.1419613,3.88799
BSC,2.Tuesday,12,2089,984,44280436.67,13206.21434,101.9815858
NEAR,2.Tuesday,12,11,7,395.680378,35.97094346,20.278172
Solana,2.Tuesday,12,16558,2893,76797938.13,2809.509352,2.688774
Avalanche,2.Tuesday,12,1142,497,29664423.53,15165.8607,103.01692
Flow,2.Tuesday,12,5,6,1007.741908,167.9569847,197.5
Optimism,2.Tuesday,12,15209,3006,184322403,6075.828294,22
Ethereum,2.Tuesday,12,5213,2795,1401099187,202734.653,1093.24
NEAR,2.Tuesday,13,26,11,11240.80996,432.3388445,291.7716365
Polygon,2.Tuesday,13,21090,4821,58265941.14,1832.550437,17.261662
Arbitrum,2.Tuesday,13,11382,2757,83151486.5,4439.481394,224.589216
Flow,2.Tuesday,13,49,8,30449.60841,375.9210915,382
Algorand,2.Tuesday,13,1527,183,3267375.533,1982.630784,7.298539
Ethereum,2.Tuesday,13,7463,3846,1389929171,143676.7801,2200
BSC,2.Tuesday,13,2611,985,19641455.59,4789.430771,109.0903803
Solana,2.Tuesday,13,60002,3406,32741899.86,285.6810039,0.5009095
Optimism,2.Tuesday,13,13263,2741,231055181.3,5894.114469,35.035
Axelar,2.Tuesday,13,61,29,74780.79429,1225.91466,40.477366
Osmosis,2.Tuesday,13,111,39,109773.0279,988.9461977,62.515975
Avalanche,2.Tuesday,13,2314,646,49823138.14,12619.84249,315.40517
Gnosis,2.Tuesday,13,242,74,272996.6004,793.5947687,1.558445
Avalanche,2.Tuesday,14,1908,647,32058800.18,10015.24529,207.040201
NEAR,2.Tuesday,14,33,11,25878.10177,784.1849021,560.952
BSC,2.Tuesday,14,2638,1125,27049841.4,6615.270579,108.5643687
Algorand,2.Tuesday,14,2042,234,2546582.6,1166.017674,20.4388035
Optimism,2.Tuesday,14,10663,2462,208059313.5,7883.124825,30.788
Flow,2.Tuesday,14,19,10,12348.13714,411.6045714,383
Ethereum,2.Tuesday,14,6700,3387,1216875498,142391.2355,1998.745062
Arbitrum,2.Tuesday,14,7376,2479,23967297.2,2082.663991,72.056491
Gnosis,2.Tuesday,14,298,75,180785.2401,488.608757,0.982075
Polygon,2.Tuesday,14,22615,4471,39040449.97,1241.270824,3.5747665
Solana,2.Tuesday,14,37075,3386,28958051.84,428.0885777,2.639545
Osmosis,2.Tuesday,14,79,41,91197.61708,1169.200219,190.894625
Axelar,2.Tuesday,14,51,44,82110.66808,1610.0131,500
Optimism,2.Tuesday,15,10100,2436,290166952.3,11218.08368,24.88498
Algorand,2.Tuesday,15,3035,264,1133232.42,364.6178959,0.033333
Ethereum,2.Tuesday,15,5894,3266,2667871466,348195.1795,1984.110039
Gnosis,2.Tuesday,15,247,103,129937.3456,364.9925439,8.7999785
Axelar,2.Tuesday,15,68,57,230442.0114,3339.739296,101
Avalanche,2.Tuesday,15,2073,677,17612832.81,4359.612082,13.532979
Polygon,2.Tuesday,15,22414,4859,36092891.05,1037.241459,1.807032
Solana,2.Tuesday,15,34956,3285,25998894.49,418.9383408,2
Osmosis,2.Tuesday,15,67,51,302499.8341,4448.526971,161.790257
Arbitrum,2.Tuesday,15,8640,2548,21948261.47,1665.522953,15.888321
NEAR,2.Tuesday,15,17,9,3632.882793,213.6989878,28.231994
Flow,2.Tuesday,15,28,18,46358.62782,908.9927024,30
BSC,2.Tuesday,15,2067,982,34734091.6,10592.89161,100.7164926
Solana,2.Tuesday,16,27626,3016,64378628.02,1335.102199,0.77619
Axelar,2.Tuesday,16,64,47,248679.4459,3885.616343,375.275376
NEAR,2.Tuesday,16,18,7,3174.844774,176.3802652,30.9411785
Polygon,2.Tuesday,16,20403,4341,30353932.4,961.9068451,1
Algorand,2.Tuesday,16,559,188,8407314.623,14035.58368,20.059408
Osmosis,2.Tuesday,16,87,47,416885.6651,4904.537237,201.956143
Ethereum,2.Tuesday,16,5542,3294,3518375427,501193.0808,1500
BSC,2.Tuesday,16,2116,994,66579591.96,20218.5217,72.73009453
Gnosis,2.Tuesday,16,165,85,1420117.617,5547.334441,7.3746895
Optimism,2.Tuesday,16,8089,2075,234232783.8,11933.60423,22.3684425
Flow,2.Tuesday,16,26,14,1964816.379,63381.17353,32
Arbitrum,2.Tuesday,16,7568,2288,21381532.91,1869.668845,10.631809
Avalanche,2.Tuesday,16,1798,650,13670298.51,3927.118217,4.175
Optimism,2.Tuesday,17,7298,1803,300612482.3,16375.01265,23
BSC,2.Tuesday,17,1942,955,76636516.68,24665.76012,99.76613958
Algorand,2.Tuesday,17,650,158,7027273.217,9939.566078,25.274748
Flow,2.Tuesday,17,26,12,10285.92807,263.7417454,375
Axelar,2.Tuesday,17,38,33,103717.1059,2729.397523,334.6398285
Arbitrum,2.Tuesday,17,7991,2160,19692740.16,1612.044872,29.882054
Avalanche,2.Tuesday,17,1553,562,51255839.79,19805.19312,137.161839
Polygon,2.Tuesday,17,19166,3653,26330075.51,940.8638737,5.150214
Gnosis,2.Tuesday,17,121,70,17681.6266,98.78003687,5.889513
Solana,2.Tuesday,17,25928,2864,33360473.45,751.615939,3.967082
NEAR,2.Tuesday,17,15,5,3987.378336,265.8252224,30.826173
Osmosis,2.Tuesday,17,68,39,121391.4624,1759.296557,201.640423
Ethereum,2.Tuesday,17,5464,2855,1674001015,237278.6697,1763.505612
Avalanche,2.Tuesday,18,1079,485,47012029.81,25466.97173,101.242214
Solana,2.Tuesday,18,27482,2799,62989969.38,1336.203504,3.225121
NEAR,2.Tuesday,18,22,7,6978.493715,317.2042598,132.810982
Ethereum,2.Tuesday,18,5066,2764,1915614411,288931.2837,1300
BSC,2.Tuesday,18,1695,828,17274107.96,6322.879928,91.985138
Axelar,2.Tuesday,18,36,25,42588.7444,1183.020678,375.393434
Arbitrum,2.Tuesday,18,6688,1890,12154545.25,1203.182068,12.829016
Gnosis,2.Tuesday,18,151,89,75451.23933,336.8358899,9.6834735
Osmosis,2.Tuesday,18,60,29,551340.8618,9189.014363,155.7143715
Polygon,2.Tuesday,18,22619,4152,24606149.94,815.0970566,0.5
Algorand,2.Tuesday,18,663,172,1888525.241,2678.759206,10
Flow,2.Tuesday,18,14,8,1651.617427,97.15396628,15
Optimism,2.Tuesday,18,6453,1601,416045488.5,26179.55503,22.9954
Algorand,2.Tuesday,19,527,148,2476635.838,4406.825334,15.25
Optimism,2.Tuesday,19,5705,1384,606901024.3,40141.6115,21
Arbitrum,2.Tuesday,19,5555,1651,9333484.212,1107.56903,13.143887
Avalanche,2.Tuesday,19,959,456,15275282.96,9493.650067,67.457535
Flow,2.Tuesday,19,13,10,2481.783356,137.8768531,224.5
BSC,2.Tuesday,19,1745,923,6185352.416,2321.828985,86.49520437
NEAR,2.Tuesday,19,13,6,193.77384,14.90568,17.942647
Gnosis,2.Tuesday,19,121,57,57180.2067,314.1769599,15.3800655
Solana,2.Tuesday,19,27706,2632,16228999.5,341.7494841,1
Axelar,2.Tuesday,19,46,39,62866.89832,1337.593581,200
Polygon,2.Tuesday,19,19163,3487,21847091.04,872.3483085,0.3
Osmosis,2.Tuesday,19,67,39,70515.24996,1007.360714,76.1357685
Ethereum,2.Tuesday,19,4991,2705,1878362625,287255.3333,1000
Avalanche,2.Tuesday,20,954,414,6928611.536,4622.155795,118.71975
Flow,2.Tuesday,20,17,11,6388.605727,375.8003369,40
Polygon,2.Tuesday,20,18756,3419,20567953.86,826.9521494,0.25
Axelar,2.Tuesday,20,74,46,117678.5648,1569.04753,100
Optimism,2.Tuesday,20,5626,1360,781919915.3,51105.87681,21.813
NEAR,2.Tuesday,20,7,4,699.125841,99.87512014,26.620638
Osmosis,2.Tuesday,20,124,41,269778.8829,2158.231063,89.839151
Ethereum,2.Tuesday,20,4907,2820,2761003517,441548.6195,1000.99265
Algorand,2.Tuesday,20,557,162,1262445.901,2191.746356,8.774956
Solana,2.Tuesday,20,16290,2462,9536826.311,361.6818231,1.9744165
BSC,2.Tuesday,20,1560,813,9361732.921,3550.145211,51.73614365
Arbitrum,2.Tuesday,20,4792,1668,7065587.344,952.7491024,13.2631565
Gnosis,2.Tuesday,20,142,64,2231713.974,11745.86302,5.068571
Gnosis,2.Tuesday,21,180,59,35626.52079,139.1660968,3.06694
Osmosis,2.Tuesday,21,59,29,70773.16895,1199.545236,159.270464
NEAR,2.Tuesday,21,6,3,98.088669,16.3481115,18.0490955
Axelar,2.Tuesday,21,34,29,12495.40204,367.5118248,50
Solana,2.Tuesday,21,15562,2519,7018304.665,278.1068579,3.173016
Arbitrum,2.Tuesday,21,4719,1621,11909834.52,1582.702262,15
Optimism,2.Tuesday,21,5451,1333,1029228025,66694.40286,21.885796
Ethereum,2.Tuesday,21,4852,2647,2806886757,399443.1133,756.25
Polygon,2.Tuesday,21,18873,2925,21702722.62,883.9852803,0.223425
Avalanche,2.Tuesday,21,846,409,3125620.723,2293.192019,100
Algorand,2.Tuesday,21,494,151,3264494.038,6182.75386,10.9899395
BSC,2.Tuesday,21,1774,776,6314202.328,2025.730615,95.73981337
Flow,2.Tuesday,21,20,13,208045.4299,8668.55958,470
Osmosis,2.Tuesday,22,83,39,149132.6385,1675.647624,100
Axelar,2.Tuesday,22,60,51,69454.67834,1157.577972,191.513902
Solana,2.Tuesday,22,15525,2220,15352351.91,594.890995,4.255644
Arbitrum,2.Tuesday,22,3694,1400,7576609.808,1313.331567,50.755034
Ethereum,2.Tuesday,22,4386,2410,1868059586,327844.7852,960.843783
Algorand,2.Tuesday,22,342,112,341200.5445,929.7017561,19.910364
BSC,2.Tuesday,22,1538,692,12365607.3,4506.416653,100.7468619
Polygon,2.Tuesday,22,16764,2757,26122979.82,1203.879433,0.09
Avalanche,2.Tuesday,22,840,414,9552339.563,6916.972891,99.206196
Flow,2.Tuesday,22,14,10,2830.108906,176.8818066,147
Optimism,2.Tuesday,22,4770,1173,1134546268,73400.15967,21
NEAR,2.Tuesday,22,24,8,7132.098593,297.1707747,33.273024
Gnosis,2.Tuesday,22,62,43,23169.67379,249.1362773,8.978854
Flow,2.Tuesday,23,8,4,3416.450561,284.7042134,209
Optimism,2.Tuesday,23,5002,1101,920160198.1,50416.97431,22.295425
Polygon,2.Tuesday,23,13681,2424,23581094.72,1121.040871,8.005851
Solana,2.Tuesday,23,24382,2174,15628822.7,392.8715393,3.001723
Algorand,2.Tuesday,23,2539,146,245376.5763,95.96268137,0.033333
Ethereum,2.Tuesday,23,4637,2553,1662679583,273602.0377,871.79898
BSC,2.Tuesday,23,1389,604,16675715.53,7431.245782,100
Avalanche,2.Tuesday,23,1003,387,7281669.129,4260.777723,232.956922
Arbitrum,2.Tuesday,23,4229,1373,14166314.59,2169.752579,100
Axelar,2.Tuesday,23,20,18,13374.53821,668.7269105,67.5751145
NEAR,2.Tuesday,23,9,3,140.062273,15.56247478,17.210078
Gnosis,2.Tuesday,23,44,33,8047.75542,90.4242182,2.762637
Osmosis,2.Tuesday,23,45,23,151274.2662,3361.65036,70.120066
Arbitrum,3.Wednesday,0,1758,559,7540496.042,2498.507635,31.8094085
Algorand,3.Wednesday,0,245,75,57525.86528,219.5643713,10.720817
Ethereum,3.Wednesday,0,1754,1087,317758897.8,133624.4314,706.70628
Polygon,3.Wednesday,0,9757,2348,12283920.75,964.9584251,0.4489205
Osmosis,3.Wednesday,0,40,10,35861.37834,874.6677643,160.26373
Axelar,3.Wednesday,0,16,10,11903.33208,743.9582548,1000
Solana,3.Wednesday,0,9512,1183,4262335.455,259.7401252,3.9141465
Avalanche,3.Wednesday,0,376,209,7585326.122,11122.17907,130.270794
Optimism,3.Wednesday,0,1940,589,5443115.479,1053.234419,21.957097
Flow,3.Wednesday,0,8,4,214.3309784,26.79137229,56
Gnosis,3.Wednesday,0,7,9,6582.678607,470.1913291,215.927199
BSC,3.Wednesday,0,608,292,2770239.962,2318.192437,40.39515214
NEAR,3.Wednesday,0,5,2,81.741588,16.3483176,19.041333
Optimism,3.Wednesday,1,2369,710,3621930.906,675.7333779,21.69285
Osmosis,3.Wednesday,1,24,10,63661.20793,2546.448317,95.324269
Axelar,3.Wednesday,1,6,6,60896.51501,10149.41917,198.968295
Flow,3.Wednesday,1,5,5,1603.630772,229.0901103,305
Solana,3.Wednesday,1,7688,1139,3830541.066,282.8637621,3.00113
Gnosis,3.Wednesday,1,4,6,107.688601,17.94810017,19.176865
Avalanche,3.Wednesday,1,314,181,2409798.053,4341.978474,95.569676
Algorand,3.Wednesday,1,112,37,109019.3496,886.3361757,10
NEAR,3.Wednesday,1,14,6,6098.542199,435.6101571,545.054505
BSC,3.Wednesday,1,534,301,9167513.624,10823.51077,99.852515
Ethereum,3.Wednesday,1,1644,1005,84664867.59,38980.14161,629.7681705
Arbitrum,3.Wednesday,1,1515,631,11007387.47,4520.487667,52.383777
Polygon,3.Wednesday,1,8559,1274,6766644.081,600.4120746,0.1469475
Solana,3.Wednesday,2,7684,1077,2463592.237,175.7198457,4.236349
Osmosis,3.Wednesday,2,29,16,11275.18177,388.7993712,111.726121
Axelar,3.Wednesday,2,21,15,18898.94286,859.0428574,770.102705
Ethereum,3.Wednesday,2,1529,988,371003926.8,189771.8296,830.48964
NEAR,3.Wednesday,2,2,2,21.171335,10.5856675,10.5856675
Algorand,3.Wednesday,2,127,60,61568.38444,456.062107,15.667394
Gnosis,3.Wednesday,2,3,5,9394.442367,1878.888473,1649.972894
Avalanche,3.Wednesday,2,295,179,564196.2124,1101.945727,58.31748
BSC,3.Wednesday,2,387,232,5774615.856,8517.132531,75.57268158
Flow,3.Wednesday,2,9,8,1850.404496,115.650281,3
Arbitrum,3.Wednesday,2,1586,695,3166518.464,1287.726094,50.647959
Optimism,3.Wednesday,2,3666,904,15720049.75,2395.618676,21.539
Polygon,3.Wednesday,2,7621,1260,8834022.96,910.6301371,0.02
Algorand,3.Wednesday,3,397,69,89371.7681,214.3207868,2.999972
Optimism,3.Wednesday,3,4334,997,4547807.169,604.2794537,21.5231095
Avalanche,3.Wednesday,3,364,196,2014139.856,3334.668635,70.39749
Axelar,3.Wednesday,3,9,9,5798.171136,644.2412373,3
BSC,3.Wednesday,3,464,288,5965389.574,7364.678487,65.46540716
Arbitrum,3.Wednesday,3,1996,878,7987512.21,2678.575523,36.4366425
Polygon,3.Wednesday,3,7863,1259,8486194.392,853.3126588,0.02
Gnosis,3.Wednesday,3,2,5,26.623783,4.437297167,4.4371915
Ethereum,3.Wednesday,3,1652,1036,866531360.3,303939.4459,262.5
Osmosis,3.Wednesday,3,19,16,17277.77523,909.3565909,203.053373
NEAR,3.Wednesday,3,1,1,36.34744,36.34744,36.34744
Solana,3.Wednesday,3,10767,1143,7303485.115,365.8877368,1.000385
Flow,3.Wednesday,3,6,4,3195.724173,319.5724173,169
Avalanche,3.Wednesday,4,320,182,2334543.769,4283.566549,82.512944
Solana,3.Wednesday,4,8782,1075,3557002.462,229.9439177,1.772881
Optimism,3.Wednesday,4,4181,1095,1323895.017,186.254223,21
Flow,3.Wednesday,4,2,4,802.0378223,133.6729704,19.5
Gnosis,3.Wednesday,4,6,13,3043.250312,234.0961778,4.994005
Osmosis,3.Wednesday,4,19,11,22282.81399,1172.779684,61.369895
Axelar,3.Wednesday,4,18,13,39179.61005,2176.645003,50
Algorand,3.Wednesday,4,239,74,908369.5949,3520.812383,21.9656895
Arbitrum,3.Wednesday,4,1634,684,3913089.579,1590.686821,44.622741
Ethereum,3.Wednesday,4,1457,910,181830313.7,96359.46674,675
BSC,3.Wednesday,4,421,260,13158799.63,19728.33527,60.51576511
NEAR,3.Wednesday,4,8,3,271.316011,33.91450138,32.5384205
Polygon,3.Wednesday,4,7965,1433,9713138.343,923.1266245,0.05
NEAR,3.Wednesday,5,7,3,1248.498081,178.3568687,29.757123
Axelar,3.Wednesday,5,22,15,79641.15269,3620.052395,157.610814
Flow,3.Wednesday,5,3,2,1170.655738,390.2185795,381
Arbitrum,3.Wednesday,5,1623,685,3009038.244,1054.323141,50.97049
Algorand,3.Wednesday,5,274,80,132691.5376,439.3759523,34.1790565
Osmosis,3.Wednesday,5,47,12,41911.06026,873.1470888,0.5
Ethereum,3.Wednesday,5,1435,942,279285991.3,148793.8153,750.710754
Solana,3.Wednesday,5,7600,1198,3665978.525,309.3130716,2
Gnosis,3.Wednesday,5,31,25,10956.08611,243.4685803,3.023113
Polygon,3.Wednesday,5,8006,1469,8395211.109,789.3945566,0.25
Avalanche,3.Wednesday,5,364,215,1401029.849,2278.097315,94.130156
BSC,3.Wednesday,5,545,289,3509179.683,4024.288627,65.4094042
Optimism,3.Wednesday,5,4360,1213,2782918.284,362.4535404,21
Ethereum,3.Wednesday,6,1864,1170,1009816138,413181.726,1294.214494
Flow,3.Wednesday,6,13,5,7331.48937,333.2495168,300.5
Gnosis,3.Wednesday,6,16,19,913.643341,38.06847254,8.6262005
Optimism,3.Wednesday,6,6193,1313,7456023.267,689.5425199,22
Polygon,3.Wednesday,6,10843,1886,13573502.55,915.3967191,1.234568
Solana,3.Wednesday,6,10265,1334,4545004.185,291.7204226,1.331
Avalanche,3.Wednesday,6,583,249,6556998.395,5797.522895,330.75
Osmosis,3.Wednesday,6,60,12,239500.2936,3628.792328,0.5
NEAR,3.Wednesday,6,1,1,22.495391,22.495391,22.495391
BSC,3.Wednesday,6,503,274,3431726.233,4263.013954,55.7
Axelar,3.Wednesday,6,15,13,143346.019,9556.401266,46.3627
Algorand,3.Wednesday,6,1045,92,276959.1633,255.7332994,5
Arbitrum,3.Wednesday,6,2755,1037,6806913.788,1614.543119,63.197783
Ethereum,3.Wednesday,7,2522,1299,673634452.5,200904.9963,1611.655969
Gnosis,3.Wednesday,7,59,46,56593.56,280.1661386,25.646294
Osmosis,3.Wednesday,7,53,19,102260.8163,1826.086005,155.411579
BSC,3.Wednesday,7,809,372,2952352.72,2551.730959,103.35088
Solana,3.Wednesday,7,20835,1481,7251826.538,211.386537,2
Axelar,3.Wednesday,7,28,19,123609.9834,4414.642265,1205.845781
Optimism,3.Wednesday,7,7307,1451,17441057.88,905.4175301,30.928532
Arbitrum,3.Wednesday,7,4486,1290,16081723.1,2361.139788,157.725903
Algorand,3.Wednesday,7,4576,193,993414.1175,210.2018869,3.544761
Avalanche,3.Wednesday,7,1015,340,9845219.193,5403.523158,367.05579
Polygon,3.Wednesday,7,12107,2331,29304893,1604.868182,16.146561
Flow,3.Wednesday,7,59,8,50801.91999,488.4799999,295.5
NEAR,3.Wednesday,7,7,4,2591.101284,370.1573263,0
Ethereum,3.Wednesday,8,2166,1333,1063301625,358134.5993,1000
Arbitrum,3.Wednesday,8,3726,1304,10138279.68,1929.263498,75.0554
Optimism,3.Wednesday,8,7084,1483,10492889.95,726.6041095,26.500007
Gnosis,3.Wednesday,8,15,20,5435.852812,175.3500907,9.473433
NEAR,3.Wednesday,8,12,3,6864.920699,572.0767249,575.057505
Axelar,3.Wednesday,8,18,14,1762.526434,97.91813522,10
Osmosis,3.Wednesday,8,32,15,11015.96773,355.3537978,10
Flow,3.Wednesday,8,25,11,11130.94706,278.2736765,288.5
Polygon,3.Wednesday,8,10931,2303,14042819.25,756.6989575,0.42
Solana,3.Wednesday,8,12767,1456,5518444.252,277.0720617,1.662928
BSC,3.Wednesday,8,704,401,3426439.522,3112.115824,68.74831861
Algorand,3.Wednesday,8,1115,128,879571.0362,756.294958,7.406639
Avalanche,3.Wednesday,8,672,323,2703542.109,2164.56534,120.212333
BSC,3.Wednesday,9,843,435,4888386.751,3002.694565,100.5657465
Optimism,3.Wednesday,9,6233,1508,6457219.65,619.160001,22
Osmosis,3.Wednesday,9,69,21,46949.47466,601.9163417,14.0171705
Polygon,3.Wednesday,9,10535,2202,15253509.91,1089.303,0.995105
Axelar,3.Wednesday,9,26,22,60586.47237,2330.248937,345.9384735
Flow,3.Wednesday,9,5,4,2289.072323,254.3413692,42
Algorand,3.Wednesday,9,425,95,329648.3895,744.12729,10.595953
Avalanche,3.Wednesday,9,456,240,7191742.868,9838.225537,80.572328
NEAR,3.Wednesday,9,4,3,4119.528481,1029.88212,45.9987505
Ethereum,3.Wednesday,9,1906,1176,427413845.2,175241.4289,961.504852
Arbitrum,3.Wednesday,9,3476,1264,27863627.76,5493.617461,63.2800095
Gnosis,3.Wednesday,9,17,24,1032.682878,26.47904815,12.508651
Solana,3.Wednesday,9,9334,1512,2466362.573,181.5370656,3.008407
Polygon,3.Wednesday,10,10071,1895,6203774.905,444.4601594,0.6017455
Optimism,3.Wednesday,10,5543,1276,3440057.011,325.8555471,21.644817
NEAR,3.Wednesday,10,8,5,204.237457,25.52968213,16.627972
Axelar,3.Wednesday,10,20,20,16906.45362,768.4751647,75.636104
Arbitrum,3.Wednesday,10,3069,1172,4771896.776,943.062604,49.144362
BSC,3.Wednesday,10,810,418,15211262.14,10174.75729,100.6678738
Algorand,3.Wednesday,10,153,44,88823.44069,548.2928438,24.068763
Osmosis,3.Wednesday,10,38,16,17882.3493,415.8685885,9.013561
Gnosis,3.Wednesday,10,33,32,13615.22265,223.2003712,15.360577
Flow,3.Wednesday,10,11,5,3376.126822,225.0751215,332
Solana,3.Wednesday,10,8314,1407,4514862.428,370.9219872,2.803012
Ethereum,3.Wednesday,10,1764,1152,236922228.4,109331.9005,982.545219
Avalanche,3.Wednesday,10,481,244,5449521.32,6811.90165,100
NEAR,3.Wednesday,11,4,2,90.862963,22.71574075,29.235803
Osmosis,3.Wednesday,11,21,12,12092.15729,525.745969,189.5
Axelar,3.Wednesday,11,21,19,9261.806773,402.687251,45.32255
BSC,3.Wednesday,11,898,435,8443728.89,5267.45408,100.5665136
Arbitrum,3.Wednesday,11,2860,1263,4001579.132,969.6096759,39.91
Algorand,3.Wednesday,11,378,81,161341.6534,414.7600345,0.910689
Flow,3.Wednesday,11,5,5,947.450833,135.350119,10
Optimism,3.Wednesday,11,5458,1249,4193122.478,394.9441912,21.3
Ethereum,3.Wednesday,11,1839,1179,259607699.2,111133.4329,967.4736475
Solana,3.Wednesday,11,8809,1452,3197459.494,251.9073106,4.411818
Polygon,3.Wednesday,11,10589,2020,10294290.82,700.6255238,1
Gnosis,3.Wednesday,11,25,22,3774.736219,114.385946,8.679199
Avalanche,3.Wednesday,11,415,218,1024931.45,1562.395504,91.6317395
Osmosis,3.Wednesday,12,35,24,17407.49158,527.4997448,328.1
Optimism,3.Wednesday,12,5666,1323,3743056.967,367.9765009,21.784219
