Blockchain,Day,Hour,Blocks,Transactions,Users,Fees
Algorand,3.Wednesday,20,1917,78518,3066,22.4431007
BSC,3.Wednesday,20,2301,172859,70198,32011.94098
Gnosis,3.Wednesday,20,2301,172859,70198,116.1933042
Cosmos,3.Wednesday,20,1016,3887,1801,114.5205833
Axelar,3.Wednesday,20,625,4420,415,34.55613143
Osmosis,3.Wednesday,20,1202,6991,1431,27.83372454
Solana,3.Wednesday,20,15042,2707742,14508,238.0335927
Arbitrum,3.Wednesday,20,20783,46880,6719,2990.741339
Polygon,3.Wednesday,20,2936,223538,42131,3322.618615
Ethereum,3.Wednesday,20,600,90665,41800,239613.7692
Optimism,3.Wednesday,20,24600,24600,4485,3174.501052
Algorand,3.Wednesday,21,1920,69183,2584,18.24818733
NEAR,3.Wednesday,21,6021,32601,5562,100.5245825
BSC,3.Wednesday,21,2347,168313,70164,31486.16072
Arbitrum,3.Wednesday,21,20712,45371,6352,2219.987325
Polygon,3.Wednesday,21,3219,218879,46754,2179.125767
Avalanche,3.Wednesday,21,3545,11395,3577,1011.451995
Solana,3.Wednesday,21,15522,2394231,14964,189.7237561
Cosmos,3.Wednesday,21,996,3862,1858,111.7604784
Gnosis,3.Wednesday,21,2347,168313,70164,114.2109598
Axelar,3.Wednesday,21,556,4270,366,33.40209227
Optimism,3.Wednesday,21,22671,22671,4288,2528.785093
Osmosis,3.Wednesday,21,1196,6501,1276,26.56642907
Ethereum,3.Wednesday,21,596,92652,39582,206695.8668
Flow,3.Wednesday,21,5341,52116,208,0.597553963
Arbitrum,3.Wednesday,22,19327,42477,5596,1863.517382
Flow,3.Wednesday,22,5301,46996,189,0.53047231
Optimism,3.Wednesday,22,21939,21939,3743,2302.943009
Osmosis,3.Wednesday,22,1170,4771,1132,19.72690859
Cosmos,3.Wednesday,22,974,3480,1636,96.6511066
Algorand,3.Wednesday,22,1925,73646,2589,19.02480336
Avalanche,3.Wednesday,22,3507,10383,3507,877.2610566
Polygon,3.Wednesday,22,3024,206781,42316,2030.017924
BSC,3.Wednesday,22,2347,152980,62035,27830.10873
Axelar,3.Wednesday,22,459,2920,298,27.76125764
Gnosis,3.Wednesday,22,2347,152980,62035,100.973801
Solana,3.Wednesday,22,15293,2313780,14010,186.8254203
Ethereum,3.Wednesday,22,599,83861,37185,198485.9034
NEAR,3.Wednesday,22,5886,27610,4556,91.02830729
Avalanche,3.Wednesday,23,3493,8863,2853,778.3922706
Polygon,3.Wednesday,23,3395,217420,44787,2074.374673
Gnosis,3.Wednesday,23,2382,151327,60705,107.0111565
NEAR,3.Wednesday,23,5757,26434,3847,79.33018987
Optimism,3.Wednesday,23,20168,20168,3500,1996.877303
Ethereum,3.Wednesday,23,597,75625,34008,188334.5583
Flow,3.Wednesday,23,5203,40237,117,0.473298248
Osmosis,3.Wednesday,23,1156,4482,994,31.34539905
Solana,3.Wednesday,23,15287,2282161,12559,186.3681929
Axelar,3.Wednesday,23,536,5006,363,34.81964615
Cosmos,3.Wednesday,23,924,2739,1288,3167.738864
Algorand,3.Wednesday,23,1915,74630,2214,18.63144848
Arbitrum,3.Wednesday,23,17301,37274,5103,1521.332756
BSC,3.Wednesday,23,2382,151327,60705,29503.21456
BSC,4.Thursday,0,3539,365809,166041,56880.28847
Avalanche,4.Thursday,0,5339,18877,4543,2021.925435
Axelar,4.Thursday,0,50,416,100,4.344052611
Cosmos,4.Thursday,0,1388,4152,1928,122.6095999
Solana,4.Thursday,0,23139,3489263,16234,282.0720799
Algorand,4.Thursday,0,2899,116026,3787,32.33492626
Gnosis,4.Thursday,0,3539,365809,166041,201.7477092
Arbitrum,4.Thursday,0,25597,56462,7156,2231.484664
Flow,4.Thursday,0,7758,47889,129,0.615917222
Optimism,4.Thursday,0,37852,37852,5517,3696.510712
Polygon,4.Thursday,0,4874,373468,74749,5580.436052
NEAR,4.Thursday,0,8764,34981,4388,103.6765436
Ethereum,4.Thursday,0,890,112870,48358,286140.9174
Osmosis,4.Thursday,0,1708,6720,1270,24.09664115
Gnosis,4.Thursday,1,3524,426781,211658,210.2122525
Ethereum,4.Thursday,1,895,117419,53129,286147.3766
BSC,4.Thursday,1,3524,426781,211658,59244.72398
Flow,4.Thursday,1,7782,50828,128,0.653874182
Optimism,4.Thursday,1,43689,43689,6718,4198.072378
Solana,4.Thursday,1,22736,3537137,15950,302.0606306
NEAR,4.Thursday,1,8870,33704,3982,97.56755967
Axelar,4.Thursday,1,22,263,79,3.576471373
Polygon,4.Thursday,1,4962,376676,80795,6165.6686
Algorand,4.Thursday,1,2892,116053,4064,32.44949775
Arbitrum,4.Thursday,1,27718,64987,8867,2594.311636
Osmosis,4.Thursday,1,1722,7416,1186,27.26480476
Avalanche,4.Thursday,1,5227,16533,4505,1697.223011
Cosmos,4.Thursday,1,1368,3824,1807,106.3095128
Solana,4.Thursday,2,20255,2964548,14270,240.5628543
Arbitrum,4.Thursday,2,29285,66208,9500,2638.278592
Ethereum,4.Thursday,2,899,116612,54433,258223.8748
Polygon,4.Thursday,2,4895,402196,78972,6556.742561
Algorand,4.Thursday,2,2909,118836,4310,32.69576809
Flow,4.Thursday,2,7857,55670,125,0.719333964
Optimism,4.Thursday,2,56201,56201,8399,5187.294621
NEAR,4.Thursday,2,8806,32073,3457,90.6707516
Avalanche,4.Thursday,2,5259,15545,4548,1568.113036
Axelar,4.Thursday,2,187,1782,170,16.6237815
Osmosis,4.Thursday,2,1703,5875,1201,22.01155615
Cosmos,4.Thursday,2,1367,3805,1874,114.1032542
BSC,4.Thursday,2,3533,457796,222576,66502.56422
Gnosis,4.Thursday,2,3533,457796,222576,235.983937
NEAR,4.Thursday,3,8746,31712,3604,87.22742613
Ethereum,4.Thursday,3,896,107997,49136,243476.6247
Osmosis,4.Thursday,3,1678,6392,1207,23.46250739
Algorand,4.Thursday,3,2923,123122,4399,33.15211262
Arbitrum,4.Thursday,3,30648,70045,10876,2690.023051
BSC,4.Thursday,3,3526,453707,217518,68884.80136
Flow,4.Thursday,3,7886,56474,140,0.755999074
Axelar,4.Thursday,3,138,1559,151,14.84568173
Solana,4.Thursday,3,23069,3423492,15094,276.9672196
Avalanche,4.Thursday,3,5264,16347,4738,1795.450481
Polygon,4.Thursday,3,4840,382660,77920,3919.777133
Gnosis,4.Thursday,3,3526,453707,217518,244.8453198
Optimism,4.Thursday,3,60777,60777,8091,5758.313243
Cosmos,4.Thursday,3,1350,3586,1676,110.6497615
Ethereum,4.Thursday,4,895,101816,47055,260758.6131
Osmosis,4.Thursday,4,1652,5885,1173,20.26304661
Arbitrum,4.Thursday,4,29560,65309,10422,2513.57638
Solana,4.Thursday,4,23399,3288984,15104,261.4368239
NEAR,4.Thursday,4,8431,29561,3618,78.57376248
Avalanche,4.Thursday,4,5206,13434,4189,1147.463641
Algorand,4.Thursday,4,2911,109239,4654,31.22340482
Optimism,4.Thursday,4,51939,51939,7650,5100.124592
Axelar,4.Thursday,4,166,1551,177,15.99592438
Polygon,4.Thursday,4,4814,393532,86612,3428.239104
Flow,4.Thursday,4,7844,57461,142,0.783974231
Gnosis,4.Thursday,4,3538,458446,202890,254.9888938
Cosmos,4.Thursday,4,1346,3674,1724,103.0708493
BSC,4.Thursday,4,3538,458446,202890,71921.67623
Osmosis,4.Thursday,5,1642,5419,1061,20.81491524
NEAR,4.Thursday,5,8778,33694,4407,85.69644066
Solana,4.Thursday,5,23264,3251746,15212,261.8219565
Cosmos,4.Thursday,5,1344,3457,1606,102.7465013
Gnosis,4.Thursday,5,3558,457028,201104,252.8049448
Optimism,4.Thursday,5,59172,59172,9043,5399.141764
Flow,4.Thursday,5,7844,57806,115,0.810928263
BSC,4.Thursday,5,3558,457028,201104,71251.7611
Algorand,4.Thursday,5,2899,114289,4338,31.84387679
Ethereum,4.Thursday,5,890,101911,45773,246042.3189
Axelar,4.Thursday,5,391,3324,248,26.1922028
Avalanche,4.Thursday,5,5179,13183,3920,1108.543459
Polygon,4.Thursday,5,4943,377152,79001,3738.980661
Arbitrum,4.Thursday,5,31521,71644,11325,2741.85447
Solana,4.Thursday,6,23546,3259389,16510,258.0299178
Algorand,4.Thursday,6,2878,102388,3949,29.40737447
Gnosis,4.Thursday,6,3563,479539,205816,266.4529364
Polygon,4.Thursday,6,5084,385369,79995,3727.544786
Osmosis,4.Thursday,6,1651,5389,996,19.52861789
Cosmos,4.Thursday,6,1342,3873,1846,119.3573716
Optimism,4.Thursday,6,62635,62635,9172,5715.516486
Arbitrum,4.Thursday,6,33161,76080,11119,2906.746944
Flow,4.Thursday,6,7826,59518,112,0.859076057
Ethereum,4.Thursday,6,896,107712,48495,244795.4273
BSC,4.Thursday,6,3563,479539,205816,75099.5482
NEAR,4.Thursday,6,8868,39382,5548,98.00486944
Axelar,4.Thursday,6,485,3335,265,31.53026714
Avalanche,4.Thursday,6,5224,13670,4211,1091.393842
Osmosis,4.Thursday,7,1710,6039,1152,23.37296686
Ethereum,4.Thursday,7,893,106532,47525,253137.2355
Avalanche,4.Thursday,7,5236,15141,4663,1170.941634
Optimism,4.Thursday,7,76991,76991,12000,7147.772889
Arbitrum,4.Thursday,7,36194,87600,13081,3359.705245
Polygon,4.Thursday,7,5103,437977,86435,5600.326339
BSC,4.Thursday,7,3550,511489,213832,79674.56402
NEAR,4.Thursday,7,8983,42945,6191,113.1871943
Flow,4.Thursday,7,7790,62119,116,0.951928215
Solana,4.Thursday,7,23132,3270921,16192,259.6569338
Algorand,4.Thursday,7,2893,101176,4456,30.93543337
Axelar,4.Thursday,7,494,3478,285,30.4900027
Cosmos,4.Thursday,7,1435,4391,2105,124.1886261
Gnosis,4.Thursday,7,3550,511489,213832,283.6759936
Algorand,4.Thursday,8,2901,101062,4978,32.2224082
Axelar,4.Thursday,8,666,5227,443,37.73105604
Gnosis,4.Thursday,8,3526,509924,215463,281.4628533
BSC,4.Thursday,8,3526,509924,215463,79033.08737
Avalanche,4.Thursday,8,5282,15977,4740,1257.190255
Cosmos,4.Thursday,8,1454,4883,2305,145.9901408
Polygon,4.Thursday,8,5037,438910,86288,5843.754924
Arbitrum,4.Thursday,8,36408,89890,13618,3533.142695
Solana,4.Thursday,8,22975,3356609,17466,267.6697975
Ethereum,4.Thursday,8,898,112940,51200,249439.4388
Flow,4.Thursday,8,7879,62394,176,0.912581993
Osmosis,4.Thursday,8,1703,7892,1184,28.09680474
NEAR,4.Thursday,8,9115,44075,7014,130.0129875
Optimism,4.Thursday,8,81766,81766,12205,7566.77686
Ethereum,4.Thursday,9,891,121202,55218,258119.9396
Optimism,4.Thursday,9,75815,75815,11421,7182.278076
Algorand,4.Thursday,9,2890,108648,4416,32.41736669
Cosmos,4.Thursday,9,1441,4979,2325,133.5071644
Solana,4.Thursday,9,23460,3276061,16329,260.0730498
Osmosis,4.Thursday,9,1726,7341,1253,27.72982586
Flow,4.Thursday,9,7908,62984,308,0.923602143
Gnosis,4.Thursday,9,3562,502405,216052,276.2553627
Arbitrum,4.Thursday,9,37016,91844,15009,3623.219386
Axelar,4.Thursday,9,710,5440,468,47.62113697
NEAR,4.Thursday,9,8922,45903,7349,136.467681
BSC,4.Thursday,9,3562,502405,216052,77524.48323
Avalanche,4.Thursday,9,5246,16482,4590,1335.398271
Polygon,4.Thursday,9,4993,409548,84223,6141.621321
Osmosis,4.Thursday,10,1739,7109,1465,25.85317253
Axelar,4.Thursday,10,695,7103,481,56.20344168
Algorand,4.Thursday,10,2903,113983,4528,33.52593017
Flow,4.Thursday,10,7856,63830,159,0.984365068
Solana,4.Thursday,10,23403,3231073,17004,255.3145097
Avalanche,4.Thursday,10,5253,14888,4480,1243.208656
NEAR,4.Thursday,10,9125,48162,7827,148.1540644
Gnosis,4.Thursday,10,3556,506436,215332,301.8290372
Ethereum,4.Thursday,10,893,123530,59439,256112.0099
Optimism,4.Thursday,10,73950,73950,12181,6930.251528
BSC,4.Thursday,10,3556,506436,215332,84749.80256
Arbitrum,4.Thursday,10,35946,86582,14816,3360.056382
Polygon,4.Thursday,10,5122,413609,82844,5090.296197
Cosmos,4.Thursday,10,1430,4780,2244,129.9202445
Cosmos,4.Thursday,11,1447,4808,2159,198.7322317
Gnosis,4.Thursday,11,3507,584468,246321,333.5140016
Osmosis,4.Thursday,11,1753,8479,1469,28.96468498
Avalanche,4.Thursday,11,5294,17009,4802,1439.000647
Polygon,4.Thursday,11,5001,410981,83950,6502.381616
BSC,4.Thursday,11,3507,584468,246321,93810.04335
NEAR,4.Thursday,11,9180,65469,16498,185.9778898
Flow,4.Thursday,11,7873,68541,277,1.049245747
Optimism,4.Thursday,11,70146,70146,10534,6653.049356
Axelar,4.Thursday,11,743,7199,482,58.25635918
Algorand,4.Thursday,11,2896,157254,4797,44.81136579
Arbitrum,4.Thursday,11,37889,93085,14513,3631.535886
Solana,4.Thursday,11,22662,3542916,18759,539.2095028
Ethereum,4.Thursday,11,894,116055,49935,262005.1983
Gnosis,4.Thursday,12,3537,602605,240969,417.1860089
Arbitrum,4.Thursday,12,37491,91352,14008,3603.075212
Cosmos,4.Thursday,12,1480,5374,2578,7099.472723
Algorand,4.Thursday,12,2887,140240,6201,39.92907557
Ethereum,4.Thursday,12,891,124553,53801,257276.9383
BSC,4.Thursday,12,3537,602605,240969,117239.0167
Polygon,4.Thursday,12,5050,413403,81786,8428.258796
Flow,4.Thursday,12,7825,67447,235,0.997151705
NEAR,4.Thursday,12,9061,61086,13280,182.9413501
Optimism,4.Thursday,12,69986,69986,11269,6663.015718
Solana,4.Thursday,12,22111,3116100,19833,251.9900899
Avalanche,4.Thursday,12,5323,17596,5585,1470.421424
Osmosis,4.Thursday,12,1746,7466,1569,27.45377207
Axelar,4.Thursday,12,296,2409,243,22.1615231
Axelar,4.Thursday,13,209,2375,243,22.16193806
Polygon,4.Thursday,13,5083,426516,81401,13464.7358
Optimism,4.Thursday,13,65055,65055,10111,8556.119387
BSC,4.Thursday,13,3545,605547,245607,108872.9918
Algorand,4.Thursday,13,2897,121826,6187,36.75715628
NEAR,4.Thursday,13,8880,56627,10098,181.3236487
Osmosis,4.Thursday,13,1681,8006,1429,30.71358351
Avalanche,4.Thursday,13,5370,25061,8445,1991.026738
Gnosis,4.Thursday,13,3545,605547,245607,387.9989767
Ethereum,4.Thursday,13,894,144529,66715,370342.0502
Arbitrum,4.Thursday,13,39094,104763,14720,4787.815969
Solana,4.Thursday,13,22717,3766537,22421,312.1368414
Cosmos,4.Thursday,13,1472,5328,2519,147.0236175
Flow,4.Thursday,13,7803,70954,328,1.212919074
Polygon,4.Thursday,14,5095,448254,92730,13348.27742
Optimism,4.Thursday,14,58390,58390,9668,6776.089449
NEAR,4.Thursday,14,8967,56826,10012,181.0620815
Avalanche,4.Thursday,14,5329,20221,6064,1793.874567
Algorand,4.Thursday,14,2895,167727,6459,47.77577366
Osmosis,4.Thursday,14,1668,8008,1336,31.38643717
Flow,4.Thursday,14,7833,70555,313,1.058133761
Solana,4.Thursday,14,22790,3814745,23166,303.9749812
Axelar,4.Thursday,14,218,2082,241,19.45218527
Ethereum,4.Thursday,14,895,140139,60440,323611.2273
Gnosis,4.Thursday,14,3514,665289,253024,449.8037758
BSC,4.Thursday,14,3514,665289,253024,126404.0182
Arbitrum,4.Thursday,14,39389,103825,15044,5043.980943
Cosmos,4.Thursday,14,1494,5787,2693,225.5419811
Solana,4.Thursday,15,22593,3959571,24410,323.2893693
Polygon,4.Thursday,15,5151,442586,83804,12560.12604
BSC,4.Thursday,15,3569,691564,271528,114795.7833
Gnosis,4.Thursday,15,3569,691564,271528,407.2093405
Flow,4.Thursday,15,7763,69181,331,1.016103961
Avalanche,4.Thursday,15,5318,19506,5645,1747.789447
NEAR,4.Thursday,15,8923,54153,9848,173.7070581
Cosmos,4.Thursday,15,1506,5643,2551,184.8911709
Optimism,4.Thursday,15,55678,55678,8996,7381.406382
Osmosis,4.Thursday,15,1766,9582,1398,39.22732604
Algorand,4.Thursday,15,2889,142013,7881,42.9244424
Ethereum,4.Thursday,15,893,144054,63353,353770.9356
Arbitrum,4.Thursday,15,38576,96009,13892,4808.855418
Axelar,4.Thursday,15,235,1845,250,19.46579865
NEAR,4.Thursday,16,9035,56534,10369,173.5348898
Axelar,4.Thursday,16,230,2300,272,21.53949433
Gnosis,4.Thursday,16,3556,559127,230205,377.713724
BSC,4.Thursday,16,3556,559127,230205,107200.8614
Optimism,4.Thursday,16,42771,42771,7855,6092.994041
Polygon,4.Thursday,16,5086,421155,78599,7820.502428
Solana,4.Thursday,16,23000,3776904,24054,300.5513464
Osmosis,4.Thursday,16,1715,7766,1207,29.33908706
Avalanche,4.Thursday,16,5324,19176,5561,1669.999155
Arbitrum,4.Thursday,16,37730,91307,13471,4496.443885
Flow,4.Thursday,16,7815,69687,338,1.038906908
Algorand,4.Thursday,16,2901,164381,6361,44.87132074
Ethereum,4.Thursday,16,898,151257,69780,384334.0655
Cosmos,4.Thursday,16,1476,5333,2429,59183.37724
NEAR,4.Thursday,17,9031,54540,9735,173.129206
Gnosis,4.Thursday,17,3529,435481,182957,273.7945817
BSC,4.Thursday,17,3529,435481,182957,77101.78336
Optimism,4.Thursday,17,34614,34614,6412,6368.7283
Osmosis,4.Thursday,17,1494,7559,1491,37.83445109
Arbitrum,4.Thursday,17,36479,87859,12931,5066.596404
Cosmos,4.Thursday,17,1493,5622,2628,180.809559
Ethereum,4.Thursday,17,896,142307,65012,448018.7859
Axelar,4.Thursday,17,386,4269,321,37.23726246
Avalanche,4.Thursday,17,5330,19024,5640,1585.348242
Flow,4.Thursday,17,7769,104568,1775,1.747460529
Solana,4.Thursday,17,22793,3710447,23075,296.9374875
Algorand,4.Thursday,17,2921,177646,5732,48.53588433
Polygon,4.Thursday,17,5096,418278,81678,6285.01408
Algorand,4.Thursday,18,2915,162096,5150,45.73310885
Gnosis,4.Thursday,18,3552,368576,145335,253.9463678
Polygon,4.Thursday,18,5076,393384,71332,8697.505868
Solana,4.Thursday,18,22502,3925857,25773,317.6481269
Flow,4.Thursday,18,7732,104661,2521,2.187047198
Axelar,4.Thursday,18,512,4664,459,40.09566817
Cosmos,4.Thursday,18,1522,6041,2733,180.0202102
Avalanche,4.Thursday,18,5331,20785,5155,1823.868788
NEAR,4.Thursday,18,9106,56549,9573,175.811408
Arbitrum,4.Thursday,18,35396,85025,11409,4825.508376
Ethereum,4.Thursday,18,890,140101,62734,397942.5548
BSC,4.Thursday,18,3552,368576,145335,71543.60565
Optimism,4.Thursday,18,35708,35708,6529,5189.743146
Osmosis,4.Thursday,18,1779,10277,1773,48.5101968
BSC,4.Thursday,19,3528,347311,139631,77886.86927
Polygon,4.Thursday,19,4746,361740,64243,5520.721651
Flow,4.Thursday,19,7696,85293,2125,1.902698561
Gnosis,4.Thursday,19,3528,347311,139631,273.2300391
Avalanche,4.Thursday,19,5336,20628,6791,2065.65917
Ethereum,4.Thursday,19,896,138329,60094,435273.0606
Arbitrum,4.Thursday,19,32783,73181,9306,4134.762632
Solana,4.Thursday,19,22743,3796672,22190,299.9514903
Axelar,4.Thursday,19,274,2592,288,18.4146851
Optimism,4.Thursday,19,28911,28911,5468,5039.123459
NEAR,4.Thursday,19,9023,54351,9745,167.4056408
Osmosis,4.Thursday,19,1791,10517,1819,48.4236583
Cosmos,4.Thursday,19,1559,6540,3074,197.7150665
Algorand,4.Thursday,19,2906,126985,4951,35.86392562
BSC,4.Thursday,20,3509,292283,124255,54562.57635
Optimism,4.Thursday,20,25729,25729,4954,4024.366158
Cosmos,4.Thursday,20,1541,6387,3011,185.2663935
Ethereum,4.Thursday,20,894,133828,59104,424713.6118
Axelar,4.Thursday,20,249,1946,257,17.23138471
Polygon,4.Thursday,20,4888,339944,58572,4739.702461
Gnosis,4.Thursday,20,3509,292283,124255,193.8312203
Arbitrum,4.Thursday,20,30476,66394,8576,3631.455433
Solana,4.Thursday,20,22782,3690553,21146,287.8622634
Algorand,4.Thursday,20,2916,122821,4815,38.53735096
Osmosis,4.Thursday,20,1792,9263,1699,41.16459171
Flow,4.Thursday,20,7745,73460,1793,1.755528722
Avalanche,4.Thursday,20,5310,16937,4993,1681.549728
NEAR,4.Thursday,20,8983,54359,9312,162.9432855
Axelar,4.Thursday,21,589,4427,442,34.72589733
Polygon,4.Thursday,21,5030,329945,57457,4346.198621
Ethereum,4.Thursday,21,895,129263,56989,331067.138
Gnosis,4.Thursday,21,3561,267307,107379,178.8306097
Osmosis,4.Thursday,21,1787,9685,1522,40.95552448
Avalanche,4.Thursday,21,5326,20517,6460,1636.113626
Algorand,4.Thursday,21,2908,119469,6669,37.36410057
Solana,4.Thursday,21,22968,3557675,21654,286.6631241
Cosmos,4.Thursday,21,1535,6175,2934,178.9109071
Optimism,4.Thursday,21,26722,26722,4569,3361.734186
Arbitrum,4.Thursday,21,30070,66085,8098,3413.406086
NEAR,4.Thursday,21,8775,46576,8442,147.0031741
BSC,4.Thursday,21,3561,267307,107379,50278.63929
Flow,4.Thursday,21,7717,105015,1610,2.741980124
Polygon,4.Thursday,22,5125,352402,64357,4766.55349
NEAR,4.Thursday,22,8801,40058,6552,130.6188654
Algorand,4.Thursday,22,2906,123372,7348,37.17813733
Arbitrum,4.Thursday,22,26616,56796,6956,2634.825849
Optimism,4.Thursday,22,23514,23514,4140,2855.562356
BSC,4.Thursday,22,3502,261311,99303,51090.40419
Osmosis,4.Thursday,22,1738,7381,1362,31.64768933
Solana,4.Thursday,22,23144,3259927,20177,262.8809632
Flow,4.Thursday,22,7731,93235,1423,2.107773782
Avalanche,4.Thursday,22,5288,16582,4682,1589.026413
Ethereum,4.Thursday,22,895,135949,63174,330573.6786
Axelar,4.Thursday,22,525,4105,322,31.66446532
Cosmos,4.Thursday,22,1505,5523,2574,157.54588
Gnosis,4.Thursday,22,3502,261311,99303,181.6650562
NEAR,4.Thursday,23,8774,34090,5145,110.5268698
Cosmos,4.Thursday,23,1396,4409,1998,143.2443747
Ethereum,4.Thursday,23,894,117297,54359,260575.7525
Axelar,4.Thursday,23,538,4332,329,34.64970273
Solana,4.Thursday,23,22933,3406630,18045,273.1255313
Polygon,4.Thursday,23,5053,334156,64111,4136.578024
BSC,4.Thursday,23,3565,254428,106654,49302.5941
Arbitrum,4.Thursday,23,23875,50387,6180,2114.381108
Flow,4.Thursday,23,7767,78625,1288,2.048136148
Optimism,4.Thursday,23,21491,21491,3780,2097.751237
Osmosis,4.Thursday,23,1713,6355,1317,26.17111574
Avalanche,4.Thursday,23,5243,14582,4306,1540.055414
Gnosis,4.Thursday,23,3565,254428,106654,175.030654
Algorand,4.Thursday,23,2909,114734,7119,34.66501081
Flow,5.Friday,0,5160,49117,96,0.937480179
Algorand,5.Friday,0,1927,74923,4558,22.16085667
Solana,5.Friday,0,15436,2235747,11956,175.3921724
BSC,5.Friday,0,2310,231157,107484,41915.6073
Osmosis,5.Friday,0,1159,5601,933,18.96939373
Optimism,5.Friday,0,16276,16276,2529,1489.064352
Cosmos,5.Friday,0,902,2816,1263,89.47195632
Avalanche,5.Friday,0,3498,11105,2991,1396.853658
Polygon,5.Friday,0,3372,270265,54259,2923.83196
Axelar,5.Friday,0,379,2194,215,16.2337785
NEAR,5.Friday,0,5772,20839,2741,67.93800794
Ethereum,5.Friday,0,598,69418,30464,169141.5136
Gnosis,5.Friday,0,2310,231157,107484,145.5378623
Arbitrum,5.Friday,0,17056,36420,4653,1303.612694
Polygon,5.Friday,1,3395,278096,52264,3439.582675
Algorand,5.Friday,1,1933,71919,3026,22.15471954
BSC,5.Friday,1,2322,341554,137449,129370.831
Optimism,5.Friday,1,23899,23899,3534,2198.560514
Cosmos,5.Friday,1,931,2731,1307,85.94866103
Arbitrum,5.Friday,1,17978,39320,5156,1371.105552
Ethereum,5.Friday,1,598,68637,29757,172571.7414
Flow,5.Friday,1,5225,49718,87,0.881960681
NEAR,5.Friday,1,5767,20242,2394,64.09220266
Solana,5.Friday,1,15629,2239339,11780,179.9481928
Axelar,5.Friday,1,293,1831,191,15.44393399
Osmosis,5.Friday,1,1135,4249,892,17.1842964
Gnosis,5.Friday,1,2322,341554,137449,445.1560457
Avalanche,5.Friday,1,3515,10935,2924,1186.459833
Algorand,5.Friday,2,1930,79303,3386,23.49007138
Flow,5.Friday,2,5221,50340,102,0.868269887
Avalanche,5.Friday,2,3500,9895,3031,1110.941519
Solana,5.Friday,2,15515,2180114,10981,179.2542106
Polygon,5.Friday,2,3312,302055,81831,4122.095306
Arbitrum,5.Friday,2,19149,41799,6025,1434.285477
Ethereum,5.Friday,2,597,67699,30293,175272.6141
NEAR,5.Friday,2,5851,19992,2280,63.01060441
BSC,5.Friday,2,2334,385188,154727,108186.3456
Osmosis,5.Friday,2,1105,4089,673,15.66944346
Axelar,5.Friday,2,277,1840,202,15.22690218
Gnosis,5.Friday,2,2334,385188,154727,373.046368
Cosmos,5.Friday,2,866,2312,1115,78.21156002
Optimism,5.Friday,2,31132,31132,4923,2815.150981
Ethereum,5.Friday,3,599,76214,37278,164569.2812
Polygon,5.Friday,3,3250,266218,56258,2720.27085
BSC,5.Friday,3,2305,378870,151102,70333.11739
Cosmos,5.Friday,3,890,2237,1146,65.93808734
Avalanche,5.Friday,3,3488,9276,2849,999.3815572
Algorand,5.Friday,3,1937,81279,3636,24.30491883
NEAR,5.Friday,3,5797,19193,2391,58.86534195
Solana,5.Friday,3,15399,2110927,10867,168.085101
Optimism,5.Friday,3,32467,32467,5681,2898.708564
Flow,5.Friday,3,5243,53329,95,0.923143774
Axelar,5.Friday,3,279,1883,179,15.09244299
Gnosis,5.Friday,3,2305,378870,151102,243.4301052
Arbitrum,5.Friday,3,19943,43816,6428,1489.682436
Osmosis,5.Friday,3,1091,3641,651,14.43699231
Flow,5.Friday,4,5225,52871,95,0.933022949
Osmosis,5.Friday,4,1091,3467,579,12.88079054
Cosmos,5.Friday,4,869,2169,1076,64.46345098
Polygon,5.Friday,4,3393,260955,58665,2322.101316
Arbitrum,5.Friday,4,18843,40812,6548,1371.632886
Gnosis,5.Friday,4,2286,369239,150401,245.948262
Algorand,5.Friday,4,1937,76942,3838,23.05846808
Avalanche,5.Friday,4,3448,8943,2815,926.9124834
Solana,5.Friday,4,15582,2110699,10904,173.6886467
Optimism,5.Friday,4,29080,29080,5580,2644.004516
Ethereum,5.Friday,4,593,73509,34476,162457.9369
Axelar,5.Friday,4,199,1378,136,14.10839454
NEAR,5.Friday,4,5826,22608,2619,63.15959278
BSC,5.Friday,4,2286,369239,150401,71088.42939
Optimism,5.Friday,5,33791,33791,5585,3005.973984
Algorand,5.Friday,5,1924,74440,3417,22.32324816
Flow,5.Friday,5,5267,52595,103,0.981116406
NEAR,5.Friday,5,5901,20827,2878,55.0912424
Polygon,5.Friday,5,3321,266529,61300,2310.251488
Avalanche,5.Friday,5,3415,8363,2817,896.7517835
Cosmos,5.Friday,5,859,2266,1183,71.36512391
Osmosis,5.Friday,5,1063,3469,624,13.61669026
Solana,5.Friday,5,15727,2080635,11420,162.0504994
Axelar,5.Friday,5,312,1901,169,14.63881573
BSC,5.Friday,5,2235,369047,146868,62721.05317
Gnosis,5.Friday,5,2235,369047,146868,217.4238775
Ethereum,5.Friday,5,598,67428,31245,162344.4594
Arbitrum,5.Friday,5,18715,40180,6398,1334.528098
Gnosis,5.Friday,6,2320,375432,154880,230.7568359
Osmosis,5.Friday,6,1092,3622,634,12.74256491
Cosmos,5.Friday,6,866,2461,1199,73.34427883
Solana,5.Friday,6,15567,2044524,11831,160.7504211
Arbitrum,5.Friday,6,21168,47086,7092,1573.045493
Flow,5.Friday,6,5221,51411,94,0.926848998
Axelar,5.Friday,6,351,2076,190,15.4068627
NEAR,5.Friday,6,6009,23119,3517,61.30651825
Avalanche,5.Friday,6,3412,8219,2753,714.7333332
